,records,valid_accuracy,valid_atom_loss,train_loss,valid_loss,valid_noise_loss,_runtime,valid_atom_accuracy,valid_noise_accuracy,_step,epoch,_timestamp,train_accuracy
52,8100108.0,,,0.39947831630706787,,,5421.725457906723,,,3089,,1725736103.394786,0.8663888888888889
53,8247708.0,,,0.40404608845710754,,,5498.6946268081665,,,3130,,1725736180.3639548,0.8566666666666667
54,8305308.0,,,0.3714245855808258,,,5528.816656589508,,,3146,,1725736210.4859846,0.8755555555555555
55,8355708.0,,,0.40589678287506104,,,5555.023128271103,,,3160,,1725736236.6924562,0.8658333333333333
56,7030908.0,0.7022222222222222,,,1.4708799123764038,,5737.358010530472,,,3270,,1725736419.0273385,
57,7246908.0,0.7161111111111111,,,1.6175755262374878,,5816.821938037872,,,3330,,1725736498.491266,
58,7056108.0,,2.246490240097046,,,,5912.809301614761,0.4811111111111111,,3397,,1725736594.4786296,
59,6937308.0,,,,,3.824831008911133,5953.527656555176,,0.12361111111111112,3422,,1725736635.1969845,
60,6944508.0,,,,,3.843334436416626,5956.1914122104645,,0.135,3424,,1725736637.8607402,
61,8827335.0,,,0.38541972637176514,,,6101.288894891739,,,3501,,1725736782.9582229,0.8591666666666666
62,9057735.0,,,0.3123917281627655,,,6220.783390045166,,,3565,,1725736902.452718,0.8936111111111111
63,9230535.0,,,0.30436137318611145,,,6310.873873472214,,,3613,,1725736992.5432014,0.9027777777777778
64,9928935.0,,,0.26764073967933655,,,6679.102500677109,,,3807,,1725737360.7718287,0.9119444444444444
65,10065735.0,,,0.2604009509086609,,,6751.659531593323,,,3845,,1725737433.3288596,0.9141666666666667
66,8604135.0,0.45055555555555554,,,2.5112011432647705,,6887.945366382599,,,3917,,1725737569.6146944,
67,8708535.0,0.45222222222222225,,,2.490273952484131,,6926.0099675655365,,,3946,,1725737607.6792955,
68,8820135.0,0.4488888888888889,,,2.5051257610321045,,6966.993851900101,,,3977,,1725737648.6631799,
69,8967735.0,0.4444444444444444,,,2.490654468536377,,7021.882777690887,,,4018,,1725737703.5521057,
70,8632935.0,,2.900648593902588,,,,7062.279350757599,0.4508333333333333,,4045,,1725737743.9486787,
71,8604135.0,,,,,2.894367218017578,7133.999828338623,,0.09694444444444444,4095,,1725737815.6691563,
72,10335762.0,,,0.8853591680526733,,,7190.9264171123505,,,4130,,1725737872.595745,0.6858333333333333
73,10512162.0,,,0.40182146430015564,,,7279.998389959335,,,4179,,1725737961.667718,0.8625
74,10803762.0,,,0.3111244738101959,,,7428.55885720253,,,4260,,1725738110.2281852,0.9002777777777777
75,10810962.0,,,0.30375030636787415,,,7432.195070981979,,,4262,,1725738113.864399,0.8947222222222222
76,10832562.0,,,0.302173912525177,,,7443.273432731628,,,4268,,1725738124.9427607,0.8975
77,10958562.0,,,0.28512072563171387,,,7508.241506099701,,,4303,,1725738189.910834,0.9033333333333333
78,11048562.0,,,0.2520851194858551,,,7554.641159772873,,,4328,,1725738236.3104877,0.9211111111111111
79,11174562.0,,,0.2659669816493988,,,7619.6526300907135,,,4363,,1725738301.321958,0.9113888888888889
80,11394162.0,,,0.23127834498882294,,,7733.451108455658,,,4424,,1725738415.1204364,0.9286111111111112
81,11775762.0,,,0.21307721734046936,,,7931.966489076614,,,4530,,1725738613.635817,0.9325
82,11851362.0,,,0.19220079481601715,,,7971.380939245224,,,4551,,1725738653.0502672,0.9375
83,10342962.0,0.7188888888888889,,,0.9956430792808533,,8076.69623541832,,,4610,,1725738758.3655634,
84,10404162.0,0.7161111111111111,,,1.0026426315307617,,8099.048248529434,,,4627,,1725738780.7175765,
85,10522962.0,0.7036111111111111,,,1.0584405660629272,,8142.772036314011,,,4660,,1725738824.4413643,
86,10526562.0,0.7119444444444445,,,1.0031524896621704,,8144.0831825733185,,,4661,,1725738825.7525105,
87,10396962.0,,3.0744709968566895,,,,8265.70835351944,0.4452777777777778,,4745,,1725738947.3776815,
88,10306962.0,,,,,4.9799699783325195,8315.82615685463,,0.12055555555555555,4778,,1725738997.4954848,
89,12002589.0,,,2.2579071521759033,,,8353.683269500732,,,4803,,1725739035.3525975,0.5113888888888889
90,12207789.0,,,0.41732028126716614,,,8458.612013101578,,,4860,,1725739140.281341,0.8527777777777777
91,12268989.0,,,0.3587273359298706,,,8489.613811016083,,,4877,,1725739171.283139,0.8733333333333333
92,12373389.0,,,0.3044590950012207,,,8543.490105867386,,,4906,,1725739225.1594338,0.9022222222222223
93,12398589.0,,,0.31108608841896057,,,8556.711404323578,,,4913,,1725739238.3807323,0.8944444444444445
94,12517389.0,,,0.2642807066440582,,,8617.762519598007,,,4946,,1725739299.4318476,0.9133333333333333
95,12589389.0,,,0.2824161648750305,,,8654.84363770485,,,4966,,1725739336.5129657,0.9094444444444445
96,12729789.0,,,0.2637885808944702,,,8727.063935995102,,,5005,,1725739408.733264,0.9133333333333333
97,13251789.0,,,0.230062797665596,,,8998.017626523972,,,5150,,1725739679.6869545,0.9297222222222222
98,13554189.0,,,0.1969749629497528,,,9155.934435367584,,,5234,,1725739837.6037633,0.9408333333333333
99,13687389.0,,,0.19631704688072205,,,9225.122151851654,,,5271,,1725739906.7914798,0.9388888888888889
100,12218589.0,0.09305555555555556,,,5.677268028259277,,9326.18132352829,,,5341,,1725740007.8506515,
101,12297789.0,0.0975,,,5.7132110595703125,,9355.397099971771,,,5363,,1725740037.066428,
102,12186189.0,,4.372313022613525,,,,9476.761751890182,0.06416666666666666,,5452,,1725740158.4310799,
103,13748616.0,,,1.6093772649765015,,,9552.467688798904,,,5498,,1725740234.1370168,0.4722222222222222
104,13892616.0,,,0.7963237762451172,,,9625.994326353073,,,5538,,1725740307.6636543,0.6947222222222222
105,13986216.0,,,0.663242518901825,,,9674.439774990082,,,5564,,1725740356.109103,0.7469444444444444
106,14295816.0,,,0.46558988094329834,,,9835.342001914978,,,5650,,1725740517.01133,0.8375
107,14547816.0,,,0.3930128216743469,,,9967.642790317535,,,5720,,1725740649.3121183,0.8730555555555556
108,14771016.0,,,0.3305717706680298,,,10085.392138957977,,,5782,,1725740767.061467,0.8877777777777778
109,14940216.0,,,0.31504446268081665,,,10174.968476295471,,,5829,,1725740856.6378043,0.8933333333333333
110,15275016.0,,,0.26709699630737305,,,10351.971561908722,,,5922,,1725741033.64089,0.9102777777777777
111,14018616.0,0.6719444444444445,,,3.372868061065674,,10550.29348039627,,,6051,,1725741231.9628084,
112,15505443.0,,,0.3651275932788849,,,10766.655128240585,,,6196,,1725741448.3244562,0.8775
113,15602643.0,,,0.29525256156921387,,,10816.400413513184,,,6223,,1725741498.0697415,0.9027777777777778
114,15667443.0,,,0.25382161140441895,,,10849.918176174164,,,6241,,1725741531.5875041,0.9211111111111111
115,15692643.0,,,0.23967266082763672,,,10862.876201868057,,,6248,,1725741544.5455298,0.9202777777777778
116,15725043.0,,,0.2643107771873474,,,10879.735100030899,,,6257,,1725741561.404428,0.9130555555555555
117,15869043.0,,,0.22717724740505219,,,10954.45184969902,,,6297,,1725741636.1211777,0.9288888888888889
118,16139043.0,,,0.2195947766304016,,,11095.064270019531,,,6372,,1725741776.733598,0.9297222222222222
119,16175043.0,,,0.19353976845741272,,,11113.751335144043,,,6382,,1725741795.420663,0.9361111111111111
120,16185843.0,,,0.21595866978168488,,,11119.34329533577,,,6385,,1725741801.0126233,0.9291666666666667
121,16434243.0,,,0.20989863574504852,,,11248.699164152145,,,6454,,1725741930.3684921,0.9294444444444444
122,16445043.0,,,0.18765239417552948,,,11254.308817386627,,,6457,,1725741935.9781454,0.9377777777777778
123,17035443.0,,,0.1818004697561264,,,11562.804092645645,,,6621,,1725742244.4734206,0.9416666666666667
124,17327070.0,,,0.22397823631763458,,,12008.33561205864,,,6912,,1725742690.00494,0.9302777777777778
125,17381070.0,,,0.2066180258989334,,,12035.883577346802,,,6927,,1725742717.5529053,0.9311111111111111
126,17597070.0,,,0.19909213483333588,,,12146.268002033234,,,6987,,1725742827.93733,0.9372222222222222
127,17708670.0,,,0.15498033165931702,,,12203.590419054031,,,7018,,1725742885.259747,0.9488888888888889
128,17971470.0,,,0.1707390695810318,,,12339.201869726181,,,7091,,1725743020.8711977,0.9452777777777778
129,18029070.0,,,0.16407227516174316,,,12369.011786222458,,,7107,,1725743050.6811142,0.9455555555555556
130,18129870.0,,,0.1531592309474945,,,12421.330619335175,,,7135,,1725743102.9999473,0.9527777777777777
131,18489870.0,,,0.14606355130672455,,,12608.57232260704,,,7235,,1725743290.2416506,0.9533333333333334
132,18579870.0,,,0.16155727207660675,,,12655.567028045654,,,7260,,1725743337.236356,0.9525
133,18727470.0,,,0.13429589569568634,,,12732.838357925415,,,7301,,1725743414.507686,0.9588888888888889
134,18788670.0,,,0.16516506671905518,,,12764.748881578445,,,7318,,1725743446.4182096,0.9472222222222222
135,18831870.0,,,0.13467909395694733,,,12787.113067388535,,,7330,,1725743468.7823954,0.9594444444444444
136,18842670.0,,,0.15227998793125153,,,12792.735129594803,,,7333,,1725743474.4044576,0.9522222222222222
137,17233470.0,0.6741666666666667,,,14.36294174194336,,12838.506387472153,,,7364,,1725743520.1757154,
138,17208270.0,,,,,1.7433158159255981,13073.862107992172,,0.45611111111111113,7535,,1725743755.531436,
139,18860697.0,,,0.6046522855758667,,,13097.503027915955,,,7548,,1725743779.172356,0.8313888888888888
140,19490697.0,,,0.12617062032222748,,,13422.718409061432,,,7723,,1725744104.387737,0.9622222222222222
141,19515897.0,,,0.1376579850912094,,,13435.929945230484,,,7730,,1725744117.5992732,0.9594444444444444
142,20228697.0,,,0.1290283054113388,,,13807.796600580215,,,7928,,1725744489.4659286,0.9583333333333334
143,20253897.0,,,0.13037964701652527,,,13820.828783512115,,,7935,,1725744502.4981115,0.9580555555555555
144,20315097.0,,,0.12530484795570374,,,13853.022838830948,,,7952,,1725744534.6921668,0.9613888888888888
145,18875097.0,0.555,,,2.225973129272461,,13999.085493326187,,,8030,,1725744680.7548213,
146,19235097.0,0.5286111111111111,,,2.4824469089508057,,14130.623111248016,,,8130,,1725744812.2924392,
147,19278277.0,0.556145251396648,,,2.2564053535461426,,14147.259564638138,,,8142,,1725744828.9288926,
148,20696724.0,,,0.22964328527450562,,,14346.663248538971,,,8268,,1725745028.3325765,0.9263888888888889
149,20883924.0,,,0.15799830853939056,,,14442.50156378746,,,8320,,1725745124.1708918,0.9530555555555555
150,21053124.0,,,0.12862081825733185,,,14530.043459653854,,,8367,,1725745211.7127876,0.9622222222222222
151,21081924.0,,,0.1175956055521965,,,14545.035990715027,,,8375,,1725745226.7053187,0.9608333333333333
152,21297924.0,,,0.12012621015310287,,,14656.615899324417,,,8435,,1725745338.2852273,0.9625
153,21855924.0,,,0.13849829137325287,,,14946.616629600525,,,8590,,1725745628.2859576,0.9625
154,22068324.0,,,0.11999669671058655,,,15057.510925531387,,,8649,,1725745739.1802535,0.9636111111111111
155,22097124.0,,,0.11388803273439407,,,15072.600135564804,,,8657,,1725745754.2694635,0.9638888888888889
156,22187124.0,,,0.11480209976434708,,,15119.71271276474,,,8682,,1725745801.3820407,0.9663888888888889
157,20689524.0,0.5025,,,2.4266629219055176,,15220.327206373215,,,8744,,1725745901.9965343,
158,20725524.0,0.5155555555555555,,,2.4033820629119873,,15233.285014629364,,,8754,,1725745914.9543426,
159,20750724.0,0.515,,,2.387554407119751,,15242.411583185196,,,8761,,1725745924.0809112,
160,20804724.0,0.525,,,2.319257974624634,,15262.437649726868,,,8776,,1725745944.1069777,
161,20808324.0,0.5152777777777777,,,2.356525182723999,,15263.746659994125,,,8777,,1725745945.415988,
162,20826324.0,0.5136111111111111,,,2.397312879562378,,15270.202361345291,,,8782,,1725745951.8716893,
163,20862324.0,0.5005555555555555,,,2.4689688682556152,,15283.402685880661,,,8792,,1725745965.0720139,
164,20585124.0,,2.109579563140869,,,,15345.488518238068,0.5202777777777777,,8835,,1725746027.1578462,
165,22316751.0,,,0.34468451142311096,,,15481.794419050217,,,8928,,1725746163.463747,0.8891666666666667
166,22446351.0,,,0.15672381222248077,,,15547.369569778442,,,8964,,1725746229.0388978,0.9508333333333333
167,22536351.0,,,0.16617515683174133,,,15593.258093118668,,,8989,,1725746274.927421,0.9525
168,22698351.0,,,0.1330777406692505,,,15676.321768760681,,,9034,,1725746357.9910967,0.9588888888888889
169,22701951.0,,,0.11971809715032578,,,15678.166424274445,,,9035,,1725746359.8357522,0.9641666666666666
170,23007951.0,,,0.12544243037700653,,,15835.88531780243,,,9120,,1725746517.5546458,0.9622222222222222
171,23036751.0,,,0.10691465437412262,,,15850.643306970596,,,9128,,1725746532.312635,0.9675
172,23414751.0,,,0.1174735501408577,,,16046.604110002518,,,9233,,1725746728.273438,0.9652777777777778
173,23450751.0,,,0.10330119729042053,,,16065.412618398666,,,9243,,1725746747.0819464,0.9694444444444444
174,23555151.0,,,0.10151449590921402,,,16119.787167549133,,,9272,,1725746801.4564955,0.9697222222222223
175,23616351.0,,,0.10797119140625,,,16151.50344467163,,,9289,,1725746833.1727726,0.9655555555555555
176,23742351.0,,,0.09984584897756577,,,16217.384999513626,,,9324,,1725746899.0543275,0.9683333333333334
177,23871951.0,,,0.1086004227399826,,,16284.850950956345,,,9360,,1725746966.520279,0.9727777777777777
178,22388751.0,0.2225,,,5.249823570251465,,16393.595554351807,,,9426,,1725747075.2648823,
179,22575951.0,0.23472222222222222,,,5.342831134796143,,16463.002429246902,,,9478,,1725747144.6717572,
180,22280751.0,,7.84635591506958,,,,16519.10853242874,0.21833333333333332,,9516,,1725747200.7778604,
181,22457151.0,,7.914912700653076,,,,16583.246723890305,0.20833333333333334,,9565,,1725747264.9160519,
182,24221178.0,,,0.28715020418167114,,,16760.363872766495,,,9667,,1725747442.0332007,0.9022222222222223
183,24350778.0,,,0.24056968092918396,,,16826.310222148895,,,9703,,1725747507.9795501,0.9261111111111111
184,24451578.0,,,0.21852664649486542,,,16878.205615758896,,,9731,,1725747559.8749437,0.9352777777777778
185,24455178.0,,,0.2145182192325592,,,16880.11934685707,,,9732,,1725747561.7886748,0.9308333333333333
186,24937578.0,,,0.15586189925670624,,,17128.729164123535,,,9866,,1725747810.398492,0.9505555555555556
187,24966378.0,,,0.14687086641788483,,,17143.48665881157,,,9874,,1725747825.1559868,0.9552777777777778
188,25106778.0,,,0.1390310376882553,,,17216.487310886383,,,9913,,1725747898.1566389,0.9569444444444445
189,25373178.0,,,0.14000487327575684,,,17355.187649011612,,,9987,,1725748036.856977,0.9577777777777777
190,25466778.0,,,0.14246878027915955,,,17403.774025678635,,,10013,,1725748085.4433537,0.9555555555555556
191,25574778.0,,,0.13215896487236023,,,17460.018411397934,,,10043,,1725748141.6877394,0.9575
192,25643178.0,,,0.14445850253105164,,,17495.713480949402,,,10062,,1725748177.382809,0.9588888888888889
193,24199578.0,0.5816666666666667,,,1.365077018737793,,17610.94976234436,,,10139,,1725748292.6190903,
194,24303978.0,0.5794444444444444,,,1.36367666721344,,17649.158323049545,,,10168,,1725748330.827651,
195,25758405.0,,,0.48241010308265686,,,17859.506452083588,,,10304,,1725748541.17578,0.8377777777777777
196,25819605.0,,,0.2642739713191986,,,17890.625381708145,,,10321,,1725748572.2947097,0.9213888888888889
197,25834005.0,,,0.2436402589082718,,,17898.13097524643,,,10325,,1725748579.8003032,0.9213888888888889
198,26010405.0,,,0.20378223061561584,,,17988.466434001923,,,10374,,1725748670.135762,0.9325
199,26071605.0,,,0.1579369753599167,,,18019.632137537003,,,10391,,1725748701.3014655,0.9511111111111111
200,26082405.0,,,0.16981913149356842,,,18025.474336624146,,,10394,,1725748707.1436646,0.9488888888888889
201,26150805.0,,,0.16086797416210175,,,18060.131888866425,,,10413,,1725748741.8012168,0.955
202,26654805.0,,,0.13423004746437073,,,18320.641795396805,,,10553,,1725749002.3111234,0.9644444444444444
203,27097605.0,,,0.11970563977956772,,,18551.50294661522,,,10676,,1725749233.1722746,0.9633333333333334
204,27227205.0,,,0.13491781055927277,,,18619.218875408173,,,10712,,1725749300.8882034,0.9619444444444445
205,25729605.0,0.6194444444444445,,,1.7578063011169434,,18735.794421195984,,,10774,,1725749417.4637492,
206,25902405.0,0.615,,,1.7744791507720947,,18798.423392295837,,,10822,,1725749480.0927203,
207,26010405.0,0.6152777777777778,,,1.7425951957702637,,18838.330059051514,,,10852,,1725749519.999387,
208,27547632.0,,,0.2076415866613388,,,19080.749381542206,,,11011,,1725749762.4187095,0.9341666666666667
209,27551232.0,,,0.22460493445396423,,,19082.632790088654,,,11012,,1725749764.302118,0.9277777777777778
210,27756432.0,,,0.18399596214294434,,,19187.51646709442,,,11069,,1725749869.185795,0.9408333333333333
211,28019232.0,,,0.13667038083076477,,,19323.042676448822,,,11142,,1725750004.7120044,0.9605555555555556
212,28638432.0,,,0.11864764988422394,,,19644.137294769287,,,11314,,1725750325.8066227,0.9658333333333333
213,28854432.0,,,0.13936464488506317,,,19756.559438705444,,,11374,,1725750438.2287667,0.9588888888888889
214,27446832.0,,,,,1.0592559576034546,20164.592226982117,,0.6677777777777778,11639,,1725750846.261555,
215,27450432.0,,,,,1.0543854236602783,20165.841073274612,,0.67,11640,,1725750847.5104012,
216,29531259.0,,,0.11559350788593292,,,20410.262407302856,,,11772,,1725751091.9317353,0.9647222222222223
217,30110859.0,,,0.09984137862920761,,,20720.94571352005,,,11933,,1725751402.6150415,0.9697222222222223
218,30157659.0,,,0.11063095927238464,,,20746.0436398983,,,11946,,1725751427.7129679,0.9716666666666667
219,30254859.0,,,0.09143003076314926,,,20798.49386906624,,,11973,,1725751480.163197,0.97
220,30398859.0,,,0.1085314154624939,,,20875.63130903244,,,12013,,1725751557.300637,0.9691666666666666
221,30478059.0,,,0.1056375801563263,,,20918.47945356369,,,12035,,1725751600.1487815,0.9686111111111111
222,30600459.0,,,0.09514797478914261,,,20984.73564696312,,,12069,,1725751666.404975,0.9711111111111111
223,30643659.0,,,0.11048772931098938,,,21007.98750782013,,,12081,,1725751689.6568358,0.9672222222222222
224,30676059.0,,,0.10738115012645721,,,21025.367490530014,,,12090,,1725751707.0368185,0.9702777777777778
225,29203659.0,0.9116666666666666,,,0.3135996460914612,,21151.038093566895,,,12159,,1725751832.7074215,
226,29304459.0,0.9208333333333333,,,0.3048843741416931,,21189.026219844818,,,12187,,1725751870.6955478,
227,29426859.0,0.9175,,,0.2856282889842987,,21235.86260843277,,,12221,,1725751917.5319364,
228,29473659.0,0.91,,,0.31314995884895325,,21253.5284614563,,,12234,,1725751935.1977894,
229,29178459.0,,2.082672357559204,,,,21312.594518899918,0.58,,12272,,1725751994.2638469,
230,29232459.0,,2.1836228370666504,,,,21332.868330717087,0.57,,12287,,1725752014.5376587,
231,29329659.0,,2.053905725479126,,,,21369.86645245552,0.5836111111111111,,12314,,1725752051.5357804,
232,30866886.0,,,0.4078740179538727,,,21435.18856906891,,,12353,,1725752116.857897,0.8855555555555555
233,31018086.0,,,0.11765848845243454,,,21511.839493751526,,,12395,,1725752193.5088217,0.9636111111111111
234,31090086.0,,,0.1331005096435547,,,21548.474536895752,,,12415,,1725752230.1438649,0.96
235,31698486.0,,,0.08172484487295151,,,21861.081539154053,,,12584,,1725752542.7508671,0.9763888888888889
236,31741686.0,,,0.11263641715049744,,,21883.376419067383,,,12596,,1725752565.045747,0.9672222222222222
237,31777686.0,,,0.09299148619174957,,,21901.967381715775,,,12606,,1725752583.6367097,0.9752777777777778
238,32220486.0,,,0.08938533067703247,,,22132.546729326248,,,12729,,1725752814.2160573,0.9747222222222223
239,32224086.0,,,0.0980999767780304,,,22134.493895053864,,,12730,,1725752816.163223,0.9697222222222223
240,32252886.0,,,0.09322593361139297,,,22149.545542240143,,,12738,,1725752831.2148702,0.9727777777777777
241,32335686.0,,,0.09890960901975632,,,22192.747028827667,,,12761,,1725752874.4163568,0.9725
242,32396886.0,,,0.09254734963178635,,,22224.713866472244,,,12778,,1725752906.3831944,0.9736111111111111
243,32508486.0,,,0.07311352342367172,,,22283.744116544724,,,12809,,1725752965.4134445,0.9788888888888889
244,32515686.0,,,0.06960257887840271,,,22287.64841389656,,,12811,,1725752969.3177419,0.9794444444444445
245,32551686.0,,,0.08848920464515686,,,22306.913723230362,,,12821,,1725752988.5830512,0.9769444444444444
246,30924486.0,,1.896565318107605,,,,22510.896535396576,0.6466666666666666,,12967,,1725753192.5658634,
247,32594913.0,,,0.6873511672019958,,,22625.682616233826,,,13043,,1725753307.3519442,0.7702777777777777
248,32638113.0,,,0.3716299831867218,,,22647.391521453857,,,13055,,1725753329.0608494,0.8666666666666667
249,32872113.0,,,0.14260606467723846,,,22766.94696378708,,,13120,,1725753448.6162918,0.9583333333333334
250,33296913.0,,,0.10529518872499466,,,22984.788823366165,,,13238,,1725753666.4581513,0.9688888888888889
251,33494913.0,,,0.10230112075805664,,,23086.93674993515,,,13293,,1725753768.606078,0.9713888888888889
252,33703713.0,,,0.10025963187217712,,,23194.95950460434,,,13351,,1725753876.6288326,0.9716666666666667
253,34207713.0,,,0.07457051426172256,,,23456.529635429382,,,13491,,1725754138.1989634,0.9786111111111111
254,34268913.0,,,0.08881966769695282,,,23488.13879466057,,,13508,,1725754169.8081226,0.9761111111111112
255,32620113.0,0.9058333333333334,,,0.3258344233036041,,23519.473536014557,,,13528,,1725754201.142864,
256,32699313.0,0.9116666666666666,,,0.3038608431816101,,23548.189262628555,,,13550,,1725754229.8585906,
257,32702913.0,0.9144444444444444,,,0.2897902727127075,,23549.506162166595,,,13551,,1725754231.1754901,
258,32645313.0,,0.9780883193016052,,,,23691.631628751755,0.7977777777777778,,13655,,1725754373.3009567,
259,32666913.0,,0.9603447914123535,,,,23699.57887148857,0.7933333333333333,,13661,,1725754381.2481995,
260,32688513.0,,0.9970617294311523,,,,23707.45577597618,0.785,,13667,,1725754389.125104,
261,32710113.0,,1.0862277746200562,,,,23715.10043478012,0.7761111111111111,,13673,,1725754396.7697628,
262,34319340.0,,,0.385334849357605,,,23808.201377868652,,,13732,,1725754489.8707058,0.8816666666666667
263,34391340.0,,,0.17612028121948242,,,23844.90024781227,,,13752,,1725754526.5695758,0.945
264,34556940.0,,,0.10022450983524323,,,23930.022538900375,,,13798,,1725754611.6918669,0.9722222222222222
