valid_loss,_runtime,valid_atom_accuracy,_timestamp,train_accuracy,valid_accuracy,valid_noise_loss,epoch,valid_atom_loss,valid_noise_accuracy,_step,train_loss,records
,8.656225442886353,,1727201055.4875114,0.04708333333333333,,,,,,0,3.0939905643463135,2400.0
,10.405517101287842,,1727201057.236803,0.06208333333333333,,,,,,1,3.0663461685180664,4800.0
,12.127892971038818,,1727201058.959179,0.06708333333333333,,,,,,2,3.038332462310791,7200.0
,13.851024627685547,,1727201060.6823106,0.06875,,,,,,3,3.0556888580322266,9600.0
,15.563010215759277,,1727201062.3942962,0.0525,,,,,,4,3.0415399074554443,12000.0
,17.367451906204224,,1727201064.1987379,0.06541666666666666,,,,,,5,3.0355494022369385,14400.0
,19.085869312286377,,1727201065.9171553,0.07,,,,,,6,3.0285427570343018,16800.0
,20.80623984336853,,1727201067.6375258,0.06291666666666666,,,,,,7,3.0349831581115723,19200.0
,22.51464867591858,,1727201069.3459346,0.06583333333333333,,,,,,8,3.0093820095062256,21600.0
,24.233810663223267,,1727201071.0650966,0.06583333333333333,,,,,,9,3.00144624710083,24000.0
,25.940330743789673,,1727201072.7716167,0.06791666666666667,,,,,,10,2.9766392707824707,26400.0
,27.653777360916138,,1727201074.4850633,0.06541666666666666,,,,,,11,3.0144941806793213,28800.0
,29.36652684211731,,1727201076.1978128,0.05875,,,,,,12,3.015922784805298,31200.0
,31.077223539352417,,1727201077.9085095,0.05458333333333333,,,,,,13,3.0354902744293213,33600.0
,32.783286809921265,,1727201079.6145728,0.06375,,,,,,14,2.999162435531616,36000.0
,34.492536306381226,,1727201081.3238223,0.065,,,,,,15,3.016812324523926,38400.0
,36.200000286102295,,1727201083.0312862,0.0575,,,,,,16,3.000699996948242,40800.0
,37.903937578201294,,1727201084.7352235,0.05875,,,,,,17,3.022216320037842,43200.0
,39.59972834587097,,1727201086.4310143,0.06541666666666666,,,,,,18,3.0023422241210938,45600.0
,41.30994939804077,,1727201088.1412354,0.06416666666666666,,,,,,19,2.993891954421997,48000.0
,43.01298928260803,,1727201089.8442752,0.059583333333333335,,,,,,20,3.011821746826172,50400.0
,44.709479331970215,,1727201091.5407653,0.05875,,,,,,21,2.9810638427734375,52800.0
,46.404292583465576,,1727201093.2355785,0.06875,,,,,,22,3.0030343532562256,55200.0
,48.09892392158508,,1727201094.9302099,0.06291666666666666,,,,,,23,2.9936156272888184,57600.0
,49.79016828536987,,1727201096.6214542,0.06166666666666667,,,,,,24,2.9813830852508545,60000.0
,51.48292255401611,,1727201098.3142085,0.060833333333333336,,,,,,25,2.993586778640747,62400.0
,53.17521047592163,,1727201100.0064964,0.0625,,,,,,26,2.969249725341797,64800.0
,54.866488456726074,,1727201101.6977744,0.06666666666666667,,,,,,27,2.9754185676574707,67200.0
,56.55809235572815,,1727201103.3893783,0.06791666666666667,,,,,,28,2.9686388969421387,69600.0
,58.25085377693176,,1727201105.0821397,0.07125,,,,,,29,2.975975275039673,72000.0
,59.94414281845093,,1727201106.7754288,0.06708333333333333,,,,,,30,2.9279792308807373,74400.0
,61.636839151382446,,1727201108.468125,0.06333333333333334,,,,,,31,2.969552755355835,76800.0
,63.33158040046692,,1727201110.1628664,0.06791666666666667,,,,,,32,2.9751436710357666,79200.0
,65.01788902282715,,1727201111.849175,0.056666666666666664,,,,,,33,2.9676055908203125,81600.0
,66.70455694198608,,1727201113.535843,0.0575,,,,,,34,2.964967966079712,84000.0
,68.00259041786194,,1727201114.8338764,0.05773809523809524,,,,,,35,2.9653382301330566,85680.0
,68.60018849372864,,1727201115.4314744,0.06281512605042017,,,1.0,,,36,3.0033122458043886,
,74.07226967811584,,1727201120.9035556,0.06375,,,,,,37,2.980236291885376,88080.0
