_step,train_accuracy,valid_noise_loss,epoch,valid_accuracy,valid_noise_accuracy,_runtime,_timestamp,valid_atom_accuracy,valid_atom_loss,records,train_loss,valid_loss
58,0.06194444444444445,,,,,118.61181688308716,1725643251.901717,,,212400.0,3.015794277191162,
59,0.06805555555555555,,,,,120.77687239646912,1725643254.0667725,,,216000.0,3.014853000640869,
60,0.065,,,,,122.63291931152344,1725643255.9228194,,,219600.0,3.012103796005249,
61,0.06138888888888889,,,,,124.3990387916565,1725643257.6889389,,,223200.0,2.9958434104919434,
62,0.07,,,,,126.15451288223267,1725643259.444413,,,226800.0,3.0070104598999023,
63,0.06555555555555556,,,,,127.90353846549988,1725643261.1934385,,,230400.0,3.024627923965454,
64,0.06527777777777778,,,,,129.6557309627533,1725643262.945631,,,234000.0,2.997995138168335,
65,0.060833333333333336,,,,,131.40565085411072,1725643264.695551,,,237600.0,3.0114197731018066,
66,0.06555555555555556,,,,,133.17365670204163,1725643266.4635568,,,241200.0,3.0019733905792236,
67,0.07,,,,,135.005872964859,1725643268.295773,,,244800.0,2.9910614490509033,
68,0.06833333333333333,,,,,136.76844334602356,1725643270.0583434,,,248400.0,3.0048577785491943,
69,0.0625,,,,,138.50037384033203,1725643271.790274,,,252000.0,2.9939441680908203,
70,0.06638888888888889,,,,,140.2997579574585,1725643273.589658,,,255600.0,3.018312454223633,
71,0.06138888888888889,,,,,142.14864492416382,1725643275.438545,,,259200.0,3.017338275909424,
72,0.06583333333333333,,,,,143.9177222251892,1725643277.2076223,,,262800.0,2.990705728530884,
73,0.058333333333333334,,,,,145.70235633850098,1725643278.9922564,,,266400.0,3.0141971111297607,
74,0.06305555555555556,,,,,147.4811224937439,1725643280.7710226,,,270000.0,2.987109422683716,
75,0.06472222222222222,,,,,149.25043535232544,1725643282.5403354,,,273600.0,3.0007822513580322,
76,0.06638888888888889,,,,,151.0097622871399,1725643284.2996624,,,277200.0,2.993314504623413,
77,0.07194444444444445,,,,,152.7776174545288,1725643286.0675175,,,280800.0,3.001774311065674,
78,0.05583333333333333,,,,,154.56080746650696,1725643287.8507075,,,284400.0,2.9953408241271973,
79,0.065,,,,,156.34757041931152,1725643289.6374705,,,288000.0,3.0142385959625244,
80,0.06805555555555555,,,,,158.17821407318115,1725643291.4681141,,,291600.0,3.0012755393981934,
81,0.06111111111111111,,,,,159.91714763641357,1725643293.2070477,,,295200.0,3.0003502368927,
82,0.06694444444444445,,,,,161.82119369506836,1725643295.1110938,,,298800.0,3.0018577575683594,
83,0.055,,,,,163.87577652931213,1725643297.1656766,,,302400.0,2.9947383403778076,
84,0.060833333333333336,,,,,165.71028327941895,1725643299.0001833,,,306000.0,3.021249294281006,
85,0.06166666666666667,,,,,167.49271488189697,1725643300.782615,,,309600.0,2.9993674755096436,
86,0.065,,,,,169.3364646434784,1725643302.6263647,,,313200.0,2.9651920795440674,
87,0.07027777777777777,,,,,171.09215331077576,1725643304.3820534,,,316800.0,2.9754300117492676,
88,0.06416666666666666,,,,,172.83574771881104,1725643306.1256478,,,320400.0,3.0043251514434814,
89,0.06888888888888889,,,,,174.58955335617065,1725643307.8794534,,,324000.0,2.9918243885040283,
90,0.07111111111111111,,,,,176.36504411697388,1725643309.6549442,,,327600.0,2.9792566299438477,
91,0.0575,,,,,178.11857771873474,1725643311.4084778,,,331200.0,3.0033679008483887,
92,0.06138888888888889,,,,,179.86608600616455,1725643313.155986,,,334800.0,2.9973533153533936,
93,0.0675,,,,,181.63313269615173,1725643314.9230328,,,338400.0,2.966477632522583,
94,0.065,,,,,183.44712281227112,1725643316.7370229,,,342000.0,2.997568130493164,
95,0.057777777777777775,,,,,185.26398754119873,1725643318.5538876,,,345600.0,2.9760854244232178,
96,0.060833333333333336,,,,,187.02735924720764,1725643320.3172593,,,349200.0,3.0101523399353027,
97,0.06388888888888888,,,,,188.82742524147034,1725643322.1173253,,,352800.0,2.977245330810547,
98,0.06555555555555556,,,,,190.60361981391907,1725643323.8935199,,,356400.0,2.965026617050171,
99,0.06111111111111111,,,,,192.3713104724884,1725643325.6612105,,,360000.0,3.011557102203369,
100,0.065,,,,,194.137535572052,1725643327.4274356,,,363600.0,2.983985424041748,
101,0.06888888888888889,,,,,196.03611302375793,1725643329.326013,,,367200.0,2.9988815784454346,
102,0.06333333333333334,,,,,197.8243761062622,1725643331.1142762,,,370800.0,2.985692024230957,
103,0.065,,,,,199.60662651062012,1725643332.8965266,,,374400.0,2.965147018432617,
104,0.06305555555555556,,,,,201.36698937416077,1725643334.6568894,,,378000.0,2.9797050952911377,
105,0.058055555555555555,,,,,203.13902282714844,1725643336.428923,,,381600.0,2.992854118347168,
106,0.06805555555555555,,,,,205.09298157691956,1725643338.3828816,,,385200.0,2.9791746139526367,
107,0.06,,,,,207.0767331123352,1725643340.3666332,,,388800.0,2.9630160331726074,
108,0.06694444444444445,,,,,208.8702290058136,1725643342.160129,,,392400.0,2.9696595668792725,
109,0.06722222222222222,,,,,210.65968203544617,1725643343.949582,,,396000.0,2.9607937335968018,
110,0.07,,,,,212.4268717765808,1725643345.7167718,,,399600.0,2.9736990928649902,
111,0.0661111111111111,,,,,214.1862816810608,1725643347.4761817,,,403200.0,2.9714317321777344,
112,0.06138888888888889,,,,,215.9362349510193,1725643349.226135,,,406800.0,2.979720115661621,
113,0.06444444444444444,,,,,217.7055904865265,1725643350.9954906,,,410400.0,2.977886915206909,
114,0.0725,,,,,219.48234701156616,1725643352.772247,,,414000.0,2.9657533168792725,
115,0.065,,,,,221.2335946559906,1725643354.5234947,,,417600.0,2.970350503921509,
116,0.06388888888888888,,,,,222.99869441986084,1725643356.2885945,,,421200.0,2.9889132976531982,
117,0.06833333333333333,,,,,224.79196429252625,1725643358.0818644,,,424800.0,2.975405216217041,
118,0.059166666666666666,,,,,226.62944221496582,1725643359.9193423,,,428400.0,2.9556727409362793,
119,0.06194444444444445,,,,,228.44096565246582,1725643361.7308657,,,432000.0,2.973773717880249,
120,0.06111111111111111,,,,,230.19768023490906,1725643363.4875803,,,435600.0,2.965949773788452,
121,0.06722222222222222,,,,,232.00001502037048,1725643365.289915,,,439200.0,2.9679131507873535,
122,0.07722222222222222,,,,,233.96136784553528,1725643367.251268,,,442800.0,2.955951690673828,
123,0.0636111111111111,,,,,235.74405217170715,1725643369.0339522,,,446400.0,2.971055746078491,
124,0.06638888888888889,,,,,237.51995396614075,1725643370.809854,,,450000.0,2.9783027172088623,
125,0.06583333333333333,,,,,239.30320477485657,1725643372.5931048,,,453600.0,2.9906773567199707,
126,0.0661111111111111,,,,,241.08370995521545,1725643374.37361,,,457200.0,2.962089776992798,
127,0.06583333333333333,,,,,242.86362314224243,1725643376.1535232,,,460800.0,2.9811110496520996,
128,0.06944444444444445,,,,,244.60386180877686,1725643377.8937619,,,464400.0,2.9821438789367676,
129,0.0636111111111111,,,,,246.41651391983032,1725643379.706414,,,468000.0,2.9600260257720947,
130,0.05611111111111111,,,,,248.324481010437,1725643381.614381,,,471600.0,3.00479793548584,
131,0.06138888888888889,,,,,250.2650911808014,1725643383.5549912,,,475200.0,2.954843759536743,
132,0.06277777777777778,,,,,252.049462556839,1725643385.3393626,,,478800.0,2.97086501121521,
133,0.07527777777777778,,,,,253.84044671058655,1725643387.1303468,,,482400.0,2.9446496963500977,
134,0.06805555555555555,,,,,255.61314964294434,1725643388.9030497,,,486000.0,2.982053279876709,
135,0.0636111111111111,,,,,257.3548936843872,1725643390.6447937,,,489600.0,2.961205244064331,
136,0.06555555555555556,,,,,259.11434292793274,1725643392.404243,,,493200.0,2.9783718585968018,
137,0.059166666666666666,,,,,260.8778040409088,1725643394.167704,,,496800.0,2.9577555656433105,
138,0.0725,,,,,262.6750342845917,1725643395.9649343,,,500400.0,2.9673044681549072,
139,0.07083333333333333,,,,,264.42087864875793,1725643397.7107787,,,504000.0,2.9809367656707764,
140,0.06333333333333334,,,,,266.23360109329224,1725643399.5235012,,,507600.0,2.9694461822509766,
141,0.06722222222222222,,,,,268.0764443874359,1725643401.3663445,,,511200.0,2.931063413619995,
142,0.07166666666666667,,,,,269.92109537124634,1725643403.2109954,,,514800.0,2.9583630561828613,
143,0.06972222222222223,,,,,271.748006105423,1725643405.0379062,,,518400.0,2.9586944580078125,
144,0.06583333333333333,,,,,273.68819522857666,1725643406.9780953,,,522000.0,2.947521209716797,
145,0.0661111111111111,,,,,275.5660171508789,1725643408.8559172,,,525600.0,2.9528794288635254,
146,0.059722222222222225,,,,,277.3564028739929,1725643410.646303,,,529200.0,2.974022150039673,
147,0.0725,,,,,279.149071931839,1725643412.438972,,,532800.0,2.9699859619140625,
148,0.07027777777777777,,,,,280.9424307346344,1725643414.2323308,,,536400.0,2.946002244949341,
149,0.06138888888888889,,,,,282.8430094718933,1725643416.1329095,,,540000.0,2.960874080657959,
150,0.06833333333333333,,,,,284.67813062667847,1725643417.9680307,,,543600.0,2.961791753768921,
151,0.06388888888888888,,,,,286.49381470680237,1725643419.7837148,,,547200.0,2.9575858116149902,
152,0.06888888888888889,,,,,288.30544996261597,1725643421.59535,,,550800.0,2.9500465393066406,
153,0.06416666666666666,,,,,290.16989517211914,1725643423.4597952,,,554400.0,2.9571194648742676,
154,0.06166666666666667,,,,,292.12798953056335,1725643425.4178896,,,558000.0,2.9597702026367188,
155,0.059444444444444446,,,,,294.0168249607086,1725643427.306725,,,561600.0,2.963885545730591,
156,0.06055555555555556,,,,,295.81889605522156,1725643429.1087961,,,565200.0,2.9541409015655518,
157,0.059166666666666666,,,,,297.6140763759613,1725643430.9039764,,,568800.0,2.9604625701904297,
158,0.06805555555555555,,,,,299.38330912590027,1725643432.6732092,,,572400.0,2.9535558223724365,
159,0.06638888888888889,,,,,301.14003896713257,1725643434.429939,,,576000.0,2.9365320205688477,
160,0.06222222222222222,,,,,302.9245705604553,1725643436.2144706,,,579600.0,2.9408764839172363,
161,0.06305555555555556,,,,,304.7592167854309,1725643438.0491168,,,583200.0,2.955958843231201,
162,0.06388888888888888,,,,,306.60741925239563,1725643439.8973193,,,586800.0,2.954681158065796,
163,0.06722222222222222,,,,,308.4142565727234,1725643441.7041566,,,590400.0,2.9637537002563477,
164,0.06527777777777778,,,,,310.2955985069275,1725643443.5854986,,,594000.0,2.954078197479248,
165,0.06583333333333333,,,,,312.2796277999878,1725643445.5695279,,,597600.0,2.9618446826934814,
166,0.06055555555555556,,,,,314.52574586868286,1725643447.815646,,,601200.0,2.9317820072174072,
167,0.06666666666666667,,,,,316.3889741897583,1725643449.6788743,,,604800.0,2.9503939151763916,
168,0.06583333333333333,,,,,318.28088998794556,1725643451.57079,,,608400.0,2.954275608062744,
169,0.06472222222222222,,,,,320.12580919265747,1725643453.4157093,,,612000.0,2.9399454593658447,
170,0.06833333333333333,,,,,321.9098389148712,1725643455.199739,,,615600.0,2.9365806579589844,
171,0.07111111111111111,,,,,323.70900988578796,1725643456.99891,,,619200.0,2.9323861598968506,
172,0.06694444444444445,,,,,325.55349946022034,1725643458.8433995,,,622800.0,2.9692587852478027,
173,0.06833333333333333,,,,,327.3965690135956,1725643460.686469,,,626400.0,2.9441041946411133,
174,0.06888888888888889,,,,,329.26676964759827,1725643462.5566697,,,630000.0,2.9270102977752686,
175,0.0675,,,,,331.0835554599762,1725643464.3734555,,,633600.0,2.9453113079071045,
176,0.06944444444444445,,,,,332.89030504226685,1725643466.180205,,,637200.0,2.9468841552734375,
177,0.06666666666666667,,,,,334.77356576919556,1725643468.0634658,,,640800.0,2.9222207069396973,
178,0.06194444444444445,,,,,336.8577868938446,1725643470.147687,,,644400.0,2.9363887310028076,
179,0.058888888888888886,,,,,338.83089804649353,1725643472.120798,,,648000.0,2.9396860599517822,
180,0.07333333333333333,,,,,340.68328285217285,1725643473.973183,,,651600.0,2.9389655590057373,
181,0.06722222222222222,,,,,342.51221680641174,1725643475.8021169,,,655200.0,2.9536056518554688,
182,0.07027777777777777,,,,,344.29388642311096,1725643477.5837865,,,658800.0,2.922811508178711,
183,0.06833333333333333,,,,,346.0704622268677,1725643479.3603623,,,662400.0,2.9487037658691406,
184,0.06472222222222222,,,,,347.9399936199188,1725643481.2298937,,,666000.0,2.9428493976593018,
185,0.07138888888888889,,,,,349.83048582077026,1725643483.120386,,,669600.0,2.93721079826355,
186,0.06777777777777778,,,,,351.8733296394348,1725643485.1632297,,,673200.0,2.9173738956451416,
187,0.06583333333333333,,,,,353.76579427719116,1725643487.0556943,,,676800.0,2.9440622329711914,
188,0.07083333333333333,,,,,355.7637584209442,1725643489.0536585,,,680400.0,2.926891565322876,
189,0.07,,,,,357.7019724845886,1725643490.9918725,,,684000.0,2.932044506072998,
190,0.06111111111111111,,,,,359.62715768814087,1725643492.9170578,,,687600.0,2.9201643466949463,
191,0.07666666666666666,,,,,361.4752743244171,1725643494.7651744,,,691200.0,2.9292118549346924,
192,0.07305555555555555,,,,,363.28853702545166,1725643496.578437,,,694800.0,2.918687343597412,
193,0.065,,,,,365.1968982219696,1725643498.4867983,,,698400.0,2.9349491596221924,
194,0.06666666666666667,,,,,367.0115866661072,1725643500.3014867,,,702000.0,2.9439220428466797,
195,0.07,,,,,368.8190031051636,1725643502.1089032,,,705600.0,2.9239954948425293,
196,0.07027777777777777,,,,,370.6642498970032,1725643503.95415,,,709200.0,2.9376988410949707,
197,0.06722222222222222,,,,,372.5252101421356,1725643505.8151102,,,712800.0,2.9232583045959473,
198,0.065,,,,,374.3855085372925,1725643507.6754086,,,716400.0,2.9335289001464844,
199,0.0636111111111111,,,,,376.200236082077,1725643509.4901361,,,720000.0,2.9434702396392822,
200,0.06722222222222222,,,,,378.04886293411255,1725643511.338763,,,723600.0,2.929281234741211,
201,0.07527777777777778,,,,,379.9191355705261,1725643513.2090356,,,727200.0,2.8931124210357666,
202,0.06916666666666667,,,,,381.86899423599243,1725643515.1588943,,,730800.0,2.9243555068969727,
203,0.06888888888888889,,,,,383.86913871765137,1725643517.1590388,,,734400.0,2.918606758117676,
204,0.07361111111111111,,,,,385.69105529785156,1725643518.9809554,,,738000.0,2.9482808113098145,
205,0.06277777777777778,,,,,387.65331864356995,1725643520.9432187,,,741600.0,2.9172449111938477,
206,0.06527777777777778,,,,,389.60182762145996,1725643522.8917277,,,745200.0,2.921968698501587,
207,0.06694444444444445,,,,,391.4458360671997,1725643524.7357361,,,748800.0,2.921314239501953,
208,0.07111111111111111,,,,,393.5014455318451,1725643526.7913456,,,752400.0,2.9146411418914795,
209,0.07027777777777777,,,,,395.36584424972534,1725643528.6557443,,,756000.0,2.9253947734832764,
210,0.06555555555555556,,,,,397.2895014286041,1725643530.5794015,,,759600.0,2.9229893684387207,
211,0.07388888888888889,,,,,399.18086791038513,1725643532.470768,,,763200.0,2.909263849258423,
212,0.06222222222222222,,,,,401.09182596206665,1725643534.381726,,,766800.0,2.906623363494873,
213,0.06888888888888889,,,,,403.0860803127289,1725643536.3759804,,,770400.0,2.9019134044647217,
214,0.07361111111111111,,,,,404.9858317375183,1725643538.2757318,,,774000.0,2.908965826034546,
215,0.07527777777777778,,,,,406.82287526130676,1725643540.1127753,,,777600.0,2.9145116806030273,
216,0.0636111111111111,,,,,408.6431472301483,1725643541.9330473,,,781200.0,2.9225895404815674,
217,0.07,,,,,410.61016273498535,1725643543.9000628,,,784800.0,2.9090075492858887,
218,0.07055555555555555,,,,,412.45092582702637,1725643545.740826,,,788400.0,2.8905129432678223,
219,0.06638888888888889,,,,,414.27502942085266,1725643547.5649295,,,792000.0,2.9232897758483887,
220,0.06722222222222222,,,,,416.11889243125916,1725643549.4087925,,,795600.0,2.917318344116211,
221,0.07055555555555555,,,,,417.970340013504,1725643551.26024,,,799200.0,2.892148971557617,
222,0.06111111111111111,,,,,419.8213264942169,1725643553.1112266,,,802800.0,2.9342172145843506,
223,0.06861111111111111,,,,,421.651043176651,1725643554.9409432,,,806400.0,2.9134254455566406,
224,0.06888888888888889,,,,,423.54338693618774,1725643556.833287,,,810000.0,2.8956005573272705,
225,0.07083333333333333,,,,,425.5073666572571,1725643558.7972667,,,813600.0,2.889940023422241,
226,0.07027777777777777,,,,,427.52927231788635,1725643560.8191724,,,817200.0,2.910923480987549,
227,0.07,,,,,429.517774105072,1725643562.8076742,,,820800.0,2.916706085205078,
228,0.08055555555555556,,,,,431.429137468338,1725643564.7190375,,,824400.0,2.9067013263702393,
229,0.07361111111111111,,,,,433.2702805995941,1725643566.5601807,,,828000.0,2.894584894180298,
230,0.06666666666666667,,,,,435.0787663459778,1725643568.3686664,,,831600.0,2.9138336181640625,
231,0.07222222222222222,,,,,436.9225800037384,1725643570.21248,,,835200.0,2.92594313621521,
232,0.06805555555555555,,,,,438.78961539268494,1725643572.0795155,,,838800.0,2.9185853004455566,
233,0.07055555555555555,,,,,440.6634256839752,1725643573.9533257,,,842400.0,2.900953769683838,
234,0.06722222222222222,,,,,442.54582238197327,1725643575.8357224,,,846000.0,2.891204357147217,
235,0.0725,,,,,444.4506962299347,1725643577.7405963,,,849600.0,2.9217782020568848,
236,0.07361111111111111,,,,,446.373419046402,1725643579.663319,,,853200.0,2.9147396087646484,
237,0.07611111111111112,,,,,448.2952947616577,1725643581.5851948,,,856800.0,2.891953945159912,
238,0.07361111111111111,,,,,450.1975841522217,1725643583.4874842,,,860400.0,2.913278579711914,
239,0.07166666666666667,,,,,452.04382848739624,1725643585.3337286,,,864000.0,2.8957290649414062,
240,0.06416666666666666,,,,,453.87259578704834,1725643587.1624959,,,867600.0,2.9067821502685547,
241,0.07166666666666667,,,,,455.7778811454773,1725643589.0677812,,,871200.0,2.878873586654663,
242,0.07333333333333333,,,,,457.64373302459717,1725643590.933633,,,874800.0,2.9026777744293213,
243,0.07388888888888889,,,,,459.48760652542114,1725643592.7775066,,,878400.0,2.8912179470062256,
244,0.06277777777777778,,,,,461.3030889034271,1725643594.592989,,,882000.0,2.91898512840271,
245,0.06472222222222222,,,,,463.1368534564972,1725643596.4267535,,,885600.0,2.892282009124756,
246,0.07277777777777777,,,,,465.05105781555176,1725643598.3409579,,,889200.0,2.8888113498687744,
247,0.06722222222222222,,,,,466.90432262420654,1725643600.1942227,,,892800.0,2.9019927978515625,
248,0.0675,,,,,468.79841446876526,1725643602.0883145,,,896400.0,2.9060189723968506,
249,0.07472222222222222,,,,,470.7264425754547,1725643604.0163426,,,900000.0,2.9005775451660156,
250,0.06805555555555555,,,,,472.6993553638458,1725643605.9892554,,,903600.0,2.9282331466674805,
251,0.07222222222222222,,,,,474.642493724823,1725643607.9323938,,,907200.0,2.903979539871216,
252,0.07138888888888889,,,,,476.66242599487305,1725643609.952326,,,910800.0,2.8925421237945557,
253,0.06555555555555556,,,,,478.5526087284088,1725643611.8425088,,,914400.0,2.9063661098480225,
254,0.06111111111111111,,,,,480.4008996486664,1725643613.6907997,,,918000.0,2.894458293914795,
255,0.07305555555555555,,,,,482.2485463619232,1725643615.5384464,,,921600.0,2.8799972534179688,
256,0.06166666666666667,,,,,484.0995457172394,1725643617.3894458,,,925200.0,2.9095420837402344,
257,0.07944444444444444,,,,,485.99798345565796,1725643619.2878835,,,928800.0,2.8831536769866943,
258,0.06888888888888889,,,,,487.94393372535706,1725643621.2338338,,,932400.0,2.90622615814209,
259,0.06916666666666667,,,,,489.82795667648315,1725643623.1178567,,,936000.0,2.8944344520568848,
260,0.06777777777777778,,,,,491.6988401412964,1725643624.9887402,,,939600.0,2.9150264263153076,
261,0.07111111111111111,,,,,493.5772452354431,1725643626.8671453,,,943200.0,2.9246666431427,
262,0.07611111111111112,,,,,495.46789503097534,1725643628.757795,,,946800.0,2.9017231464385986,
263,0.07555555555555556,,,,,497.3307921886444,1725643630.6206923,,,950400.0,2.8924918174743652,
264,0.07444444444444444,,,,,499.2055368423462,1725643632.495437,,,954000.0,2.8863120079040527,
265,0.06444444444444444,,,,,501.1024434566498,1725643634.3923435,,,957600.0,2.905472755432129,
266,0.07194444444444445,,,,,502.96670413017273,1725643636.2566042,,,961200.0,2.908850908279419,
267,0.07138888888888889,,,,,504.81044244766235,1725643638.1003425,,,964800.0,2.8720078468322754,
268,0.06111111111111111,,,,,506.6179826259613,1725643639.9078827,,,968400.0,2.905045509338379,
269,0.07166666666666667,,,,,508.4654026031494,1725643641.7553027,,,972000.0,2.894188165664673,
270,0.06416666666666666,,,,,510.3438174724579,1725643643.6337175,,,975600.0,2.8906214237213135,
271,0.07666666666666666,,,,,512.1975841522217,1725643645.4874842,,,979200.0,2.892949104309082,
272,0.06472222222222222,,,,,514.1746263504028,1725643647.4645264,,,982800.0,2.896624803543091,
273,0.07361111111111111,,,,,516.3721032142639,1725643649.6620033,,,986400.0,2.8891735076904297,
274,0.06805555555555555,,,,,518.2762253284454,1725643651.5661254,,,990000.0,2.8897628784179688,
275,0.07055555555555555,,,,,520.1164031028748,1725643653.4063032,,,993600.0,2.876575231552124,
276,0.06638888888888889,,,,,521.9609725475311,1725643655.2508726,,,997200.0,2.884354829788208,
277,0.08388888888888889,,,,,523.8475937843323,1725643657.1374938,,,1000800.0,2.8818671703338623,
278,0.07305555555555555,,,,,525.7080554962158,1725643658.9979556,,,1004400.0,2.868744373321533,
279,0.07027777777777777,,,,,527.5619931221008,1725643660.8518932,,,1008000.0,2.8786277770996094,
280,0.07722222222222222,,,,,529.4385542869568,1725643662.7284544,,,1011600.0,2.896890163421631,
281,0.06916666666666667,,,,,531.334906578064,1725643664.6248066,,,1015200.0,2.860823631286621,
282,0.07583333333333334,,,,,533.2015976905823,1725643666.4914978,,,1018800.0,2.879647731781006,
283,0.07583333333333334,,,,,535.1242201328278,1725643668.4141202,,,1022400.0,2.864028215408325,
284,0.07388888888888889,,,,,536.9862017631531,1725643670.2761018,,,1026000.0,2.8876724243164062,
285,0.07583333333333334,,,,,538.8870215415955,1725643672.1769216,,,1029600.0,2.8836567401885986,
286,0.07361111111111111,,,,,540.78950548172,1725643674.0794055,,,1033200.0,2.8931829929351807,
287,0.06833333333333333,,,,,542.6527526378632,1725643675.9426527,,,1036800.0,2.8815059661865234,
