_runtime,valid_loss,_step,_timestamp,valid_atom_accuracy,valid_noise_accuracy,valid_accuracy,epoch,train_loss,train_accuracy,valid_atom_loss,valid_noise_loss,records
20.75816774368286,,0,1727239585.9279337,,,,,3.0772705078125,0.06375,,,2400.0
24.881412744522095,,1,1727239590.0511787,,,,,3.0521163940429688,0.06541666666666666,,,4800.0
29.375030517578125,,2,1727239594.5447965,,,,,3.0482444763183594,0.06458333333333334,,,7200.0
33.551268100738525,,3,1727239598.721034,,,,,3.0752549171447754,0.05875,,,9600.0
35.538880825042725,,4,1727239600.7086468,,,,,3.0316474437713623,0.06541666666666666,,,12000.0
38.742626667022705,,5,1727239603.9123926,,,,,3.051084041595459,0.06125,,,14400.0
40.442776679992676,,6,1727239605.6125426,,,,,3.0469970703125,0.05625,,,16800.0
42.1301965713501,,7,1727239607.2999625,,,,,3.0628714561462402,0.06375,,,19200.0
43.81621837615967,,8,1727239608.9859843,,,,,3.0488579273223877,0.06583333333333333,,,21600.0
45.498743534088135,,9,1727239610.6685095,,,,,3.033986806869507,0.058333333333333334,,,24000.0
47.18562984466553,,10,1727239612.3553958,,,,,3.04130220413208,0.060833333333333336,,,26400.0
48.87569713592529,,11,1727239614.045463,,,,,3.0458784103393555,0.059583333333333335,,,28800.0
50.57420873641968,,12,1727239615.7439747,,,,,3.0197787284851074,0.06416666666666666,,,31200.0
52.27152442932129,,13,1727239617.4412904,,,,,3.022348165512085,0.06125,,,33600.0
54.22704315185547,,14,1727239619.396809,,,,,3.01081919670105,0.06541666666666666,,,36000.0
55.92262530326843,,15,1727239621.0923913,,,,,3.0208427906036377,0.05875,,,38400.0
57.63954520225525,,16,1727239622.8093112,,,,,2.997957944869995,0.05708333333333333,,,40800.0
59.39916515350342,,17,1727239624.568931,,,,,3.0172536373138428,0.07,,,43200.0
61.14774179458618,,18,1727239626.3175077,,,,,2.9802052974700928,0.0625,,,45600.0
62.86928653717041,,19,1727239628.0390525,,,,,3.015061855316162,0.057916666666666665,,,48000.0
64.57687187194824,,20,1727239629.7466378,,,,,2.98697829246521,0.0725,,,50400.0
66.3011953830719,,21,1727239631.4709613,,,,,2.9929964542388916,0.06541666666666666,,,52800.0
68.0457375049591,,22,1727239633.2155035,,,,,3.010340690612793,0.06625,,,55200.0
69.7690258026123,,23,1727239634.9387918,,,,,2.983851432800293,0.06208333333333333,,,57600.0
71.47354245185852,,24,1727239636.6433084,,,,,2.9628894329071045,0.06458333333333334,,,60000.0
73.16436171531677,,25,1727239638.3341277,,,,,2.9711837768554688,0.0675,,,62400.0
74.85002446174622,,26,1727239640.0197904,,,,,2.9932057857513428,0.06833333333333333,,,64800.0
76.53957390785217,,27,1727239641.7093399,,,,,2.9976871013641357,0.06416666666666666,,,67200.0
78.2361752986908,,28,1727239643.4059412,,,,,2.983042001724243,0.05625,,,69600.0
79.93160200119019,,29,1727239645.101368,,,,,2.9704174995422363,0.06416666666666666,,,72000.0
81.6344473361969,,30,1727239646.8042133,,,,,3.013690710067749,0.06375,,,74400.0
83.33338499069214,,31,1727239648.503151,,,,,3.009051561355591,0.05625,,,76800.0
85.04282665252686,,32,1727239650.2125926,,,,,2.991272449493408,0.06125,,,79200.0
86.78154468536377,,33,1727239651.9513106,,,,,2.9768669605255127,0.06958333333333333,,,81600.0
88.50380992889404,,34,1727239653.6735759,,,,,2.9944875240325928,0.06708333333333333,,,84000.0
90.22695589065552,,35,1727239655.3967218,,,,,2.995840549468994,0.06333333333333334,,,86400.0
91.94222617149353,,36,1727239657.1119921,,,,,2.9772284030914307,0.058333333333333334,,,88800.0
93.66454529762268,,37,1727239658.8343112,,,,,2.9883971214294434,0.060833333333333336,,,91200.0
95.39614176750183,,38,1727239660.5659077,,,,,2.968696355819702,0.06416666666666666,,,93600.0
97.11745715141296,,39,1727239662.287223,,,,,2.9823598861694336,0.05416666666666667,,,96000.0
98.83549928665161,,40,1727239664.0052652,,,,,2.9716625213623047,0.06291666666666666,,,98400.0
100.54191541671753,,41,1727239665.7116814,,,,,2.962122917175293,0.059166666666666666,,,100800.0
102.24275970458984,,42,1727239667.4125257,,,,,2.972203254699707,0.07583333333333334,,,103200.0
103.94400525093079,,43,1727239669.1137712,,,,,2.9855618476867676,0.06166666666666667,,,105600.0
105.64783310890198,,44,1727239670.817599,,,,,2.988691568374634,0.07,,,108000.0
107.34800219535828,,45,1727239672.5177681,,,,,2.9761788845062256,0.04625,,,110400.0
109.05450344085693,,46,1727239674.2242694,,,,,2.953244924545288,0.06291666666666666,,,112800.0
110.76283144950867,,47,1727239675.9325974,,,,,2.9562153816223145,0.07166666666666667,,,115200.0
112.47669196128845,,48,1727239677.646458,,,,,2.947040557861328,0.06541666666666666,,,117600.0
114.20269870758057,,49,1727239679.3724647,,,,,2.9527640342712402,0.06875,,,120000.0
115.92574119567871,,50,1727239681.0955071,,,,,2.9321699142456055,0.0725,,,122400.0
117.65613961219788,,51,1727239682.8259056,,,,,2.9822776317596436,0.065,,,124800.0
