records,valid_accuracy,valid_atom_loss,train_loss,valid_loss,valid_noise_loss,_runtime,valid_atom_accuracy,valid_noise_accuracy,_step,epoch,_timestamp,train_accuracy
3600.0,,,3.099889039993286,,,12.680454015731812,,,0,,1725730694.349782,0.059166666666666666
7200.0,,,3.0979807376861572,,,14.529742002487183,,,1,,1725730696.19907,0.05138888888888889
10800.0,,,3.0822184085845947,,,16.35188603401184,,,2,,1725730698.021214,0.058611111111111114
14400.0,,,3.072927951812744,,,18.139728546142578,,,3,,1725730699.8090565,0.06111111111111111
18000.0,,,3.1125686168670654,,,19.922138690948486,,,4,,1725730701.5914667,0.06055555555555556
21600.0,,,3.0756876468658447,,,21.726874828338623,,,5,,1725730703.3962028,0.06444444444444444
25200.0,,,3.079744577407837,,,23.86569118499756,,,6,,1725730705.5350192,0.0675
28800.0,,,3.0844292640686035,,,25.610831022262573,,,7,,1725730707.280159,0.057777777777777775
32400.0,,,3.087195873260498,,,27.49203324317932,,,8,,1725730709.1613612,0.06027777777777778
36000.0,,,3.061983823776245,,,29.286258220672607,,,9,,1725730710.9555862,0.058055555555555555
39600.0,,,3.0810394287109375,,,31.139456748962402,,,10,,1725730712.8087847,0.05277777777777778
43200.0,,,3.0825846195220947,,,32.86764574050903,,,11,,1725730714.5369737,0.065
46800.0,,,3.0265557765960693,,,34.61029529571533,,,12,,1725730716.2796233,0.06472222222222222
50400.0,,,3.058157444000244,,,36.443480253219604,,,13,,1725730718.1128082,0.06388888888888888
54000.0,,,3.0773000717163086,,,38.17310166358948,,,14,,1725730719.8424296,0.06222222222222222
57600.0,,,3.071808099746704,,,39.91473960876465,,,15,,1725730721.5840676,0.06888888888888889
61200.0,,,3.070518970489502,,,41.67317223548889,,,16,,1725730723.3425002,0.0575
64800.0,,,3.074146270751953,,,43.56818866729736,,,17,,1725730725.2375166,0.05416666666666667
68400.0,,,3.061725378036499,,,45.35970449447632,,,18,,1725730727.0290325,0.06333333333333334
72000.0,,,3.058314085006714,,,47.09880471229553,,,19,,1725730728.7681327,0.065
75600.0,,,3.0536460876464844,,,48.926149129867554,,,20,,1725730730.595477,0.05611111111111111
79200.0,,,3.064086437225342,,,50.83375024795532,,,21,,1725730732.5030782,0.06416666666666666
82800.0,,,3.0519442558288574,,,52.66388940811157,,,22,,1725730734.3332174,0.06694444444444445
86400.0,,,3.0411548614501953,,,54.42078900337219,,,23,,1725730736.090117,0.06
90000.0,,,3.024315118789673,,,56.200621366500854,,,24,,1725730737.8699493,0.0675
93600.0,,,3.0299510955810547,,,58.06298899650574,,,25,,1725730739.732317,0.058611111111111114
97200.0,,,3.044276237487793,,,59.93810200691223,,,26,,1725730741.60743,0.06444444444444444
100800.0,,,3.040848970413208,,,61.82146143913269,,,27,,1725730743.4907894,0.06388888888888888
104400.0,,,3.049025058746338,,,63.710448026657104,,,28,,1725730745.379776,0.059722222222222225
108000.0,,,3.023264169692993,,,65.8342068195343,,,29,,1725730747.5035348,0.06222222222222222
111600.0,,,3.0681684017181396,,,67.74701285362244,,,30,,1725730749.4163408,0.06027777777777778
115200.0,,,3.054677963256836,,,69.65735578536987,,,31,,1725730751.3266838,0.05694444444444444
118800.0,,,3.048362970352173,,,71.8435595035553,,,32,,1725730753.5128875,0.058611111111111114
122400.0,,,3.0170698165893555,,,73.81986856460571,,,33,,1725730755.4891965,0.07
126000.0,,,3.0135419368743896,,,75.73121738433838,,,34,,1725730757.4005454,0.06472222222222222
129600.0,,,3.02192759513855,,,77.5102105140686,,,35,,1725730759.1795385,0.05472222222222222
133200.0,,,3.043179750442505,,,79.31367063522339,,,36,,1725730760.9829986,0.06
136800.0,,,3.0578060150146484,,,81.07262945175171,,,37,,1725730762.7419574,0.056666666666666664
140400.0,,,3.034654378890991,,,82.8558361530304,,,38,,1725730764.5251641,0.06305555555555556
144000.0,,,3.0407819747924805,,,84.64403557777405,,,39,,1725730766.3133636,0.05416666666666667
147600.0,,,3.0452840328216553,,,86.43518280982971,,,40,,1725730768.1045108,0.06027777777777778
151200.0,,,3.038966417312622,,,88.23199462890625,,,41,,1725730769.9013226,0.05694444444444444
154800.0,,,3.0287303924560547,,,90.01345562934875,,,42,,1725730771.6827836,0.06277777777777778
158400.0,,,3.0099291801452637,,,91.81278491020203,,,43,,1725730773.482113,0.0625
162000.0,,,3.0314290523529053,,,93.67033195495605,,,44,,1725730775.33966,0.06555555555555556
165600.0,,,3.012211322784424,,,95.59538912773132,,,45,,1725730777.264717,0.06944444444444445
169200.0,,,3.0363869667053223,,,97.45291042327881,,,46,,1725730779.1222384,0.059444444444444446
172800.0,,,3.0561816692352295,,,99.21830105781555,,,47,,1725730780.887629,0.06138888888888889
176400.0,,,3.008286952972412,,,101.0394127368927,,,48,,1725730782.7087407,0.06138888888888889
180000.0,,,3.0372233390808105,,,102.8653621673584,,,49,,1725730784.5346901,0.057777777777777775
183600.0,,,3.0021212100982666,,,104.71324062347412,,,50,,1725730786.3825686,0.06277777777777778
187200.0,,,3.0413124561309814,,,106.56097221374512,,,51,,1725730788.2303002,0.059444444444444446
190800.0,,,3.019684314727783,,,108.43740010261536,,,52,,1725730790.106728,0.06472222222222222
194400.0,,,3.02642822265625,,,110.45144057273865,,,53,,1725730792.1207685,0.0636111111111111
198000.0,,,3.017486333847046,,,112.43832349777222,,,54,,1725730794.1076515,0.06666666666666667
201600.0,,,3.0338199138641357,,,114.36879110336304,,,55,,1725730796.038119,0.059166666666666666
205200.0,,,3.0078296661376953,,,116.36019158363342,,,56,,1725730798.0295196,0.059166666666666666
208800.0,,,3.0270578861236572,,,118.34726929664612,,,57,,1725730800.0165973,0.06861111111111111
212400.0,,,3.0115373134613037,,,120.39327621459961,,,58,,1725730802.0626042,0.06194444444444445
216000.0,,,3.0253586769104004,,,122.19181609153748,,,59,,1725730803.861144,0.06
219600.0,,,2.999095916748047,,,124.01970052719116,,,60,,1725730805.6890285,0.0636111111111111
223200.0,,,3.006474494934082,,,125.82508993148804,,,61,,1725730807.494418,0.059444444444444446
226800.0,,,3.032405138015747,,,127.63681626319885,,,62,,1725730809.3061442,0.058333333333333334
230400.0,,,3.0098860263824463,,,129.44151973724365,,,63,,1725730811.1108477,0.059166666666666666
234000.0,,,3.0288357734680176,,,131.25118708610535,,,64,,1725730812.920515,0.06333333333333334
237600.0,,,3.0076310634613037,,,133.05569529533386,,,65,,1725730814.7250233,0.059722222222222225
241200.0,,,3.0067625045776367,,,134.87353491783142,,,66,,1725730816.542863,0.065
244800.0,,,3.022641658782959,,,136.69120121002197,,,67,,1725730818.3605292,0.06444444444444444
248400.0,,,3.0108509063720703,,,138.57771039009094,,,68,,1725730820.2470384,0.0661111111111111
252000.0,,,3.0017447471618652,,,140.53961181640625,,,69,,1725730822.2089398,0.06833333333333333
255600.0,,,3.0163686275482178,,,142.42917394638062,,,70,,1725730824.098502,0.058333333333333334
259200.0,,,3.005173921585083,,,144.20403218269348,,,71,,1725730825.8733602,0.065
262800.0,,,3.0047900676727295,,,146.0211148262024,,,72,,1725730827.6904428,0.06638888888888889
266400.0,,,3.029038667678833,,,147.84013867378235,,,73,,1725730829.5094666,0.05
270000.0,,,3.009822130203247,,,149.67478919029236,,,74,,1725730831.3441172,0.06583333333333333
273600.0,,,2.998290538787842,,,151.52137732505798,,,75,,1725730833.1907053,0.05555555555555555
277200.0,,,2.9983222484588623,,,153.38507723808289,,,76,,1725730835.0544052,0.06055555555555556
280800.0,,,2.9976766109466553,,,155.26155734062195,,,77,,1725730836.9308853,0.060833333333333336
284400.0,,,2.996056079864502,,,157.14959144592285,,,78,,1725730838.8189194,0.06388888888888888
288000.0,,,2.996511936187744,,,159.0667643547058,,,79,,1725730840.7360923,0.0661111111111111
291600.0,,,2.9944753646850586,,,161.05325055122375,,,80,,1725730842.7225785,0.059722222222222225
295200.0,,,3.0177688598632812,,,163.06043553352356,,,81,,1725730844.7297635,0.06055555555555556
298800.0,,,2.9939069747924805,,,164.95322704315186,,,82,,1725730846.622555,0.07027777777777777
302400.0,,,2.9930460453033447,,,166.78298687934875,,,83,,1725730848.4523149,0.06388888888888888
306000.0,,,2.986332416534424,,,168.6346685886383,,,84,,1725730850.3039966,0.0625
309600.0,,,2.991368055343628,,,170.46502041816711,,,85,,1725730852.1343484,0.06333333333333334
313200.0,,,3.0069003105163574,,,172.28466725349426,,,86,,1725730853.9539952,0.0661111111111111
316800.0,,,3.0118918418884277,,,174.10273480415344,,,87,,1725730855.7720628,0.07194444444444445
320400.0,,,2.9844062328338623,,,175.9265100955963,,,88,,1725730857.595838,0.06194444444444445
324000.0,,,2.9974915981292725,,,177.75053715705872,,,89,,1725730859.4198651,0.0625
327600.0,,,3.014035940170288,,,179.57913661003113,,,90,,1725730861.2484646,0.060833333333333336
331200.0,,,2.995321273803711,,,181.41319489479065,,,91,,1725730863.0825229,0.059722222222222225
334800.0,,,2.9844346046447754,,,183.32384371757507,,,92,,1725730864.9931717,0.06138888888888889
338400.0,,,3.005995750427246,,,185.31498312950134,,,93,,1725730866.984311,0.059444444444444446
342000.0,,,2.9837894439697266,,,187.22478246688843,,,94,,1725730868.8941104,0.0625
345600.0,,,3.0004191398620605,,,189.0100963115692,,,95,,1725730870.6794243,0.05527777777777778
349200.0,,,2.974832534790039,,,190.84374165534973,,,96,,1725730872.5130696,0.058055555555555555
352800.0,,,2.980368137359619,,,192.66471815109253,,,97,,1725730874.3340461,0.06388888888888888
356400.0,,,2.979804515838623,,,194.4997000694275,,,98,,1725730876.169028,0.059722222222222225
360000.0,,,2.987055778503418,,,196.34189200401306,,,99,,1725730878.01122,0.059166666666666666
363600.0,,,2.9991400241851807,,,198.2030966281891,,,100,,1725730879.8724246,0.05694444444444444
367200.0,,,2.9875550270080566,,,200.0713016986847,,,101,,1725730881.7406297,0.058333333333333334
370800.0,,,2.985529899597168,,,201.95940947532654,,,102,,1725730883.6287374,0.059444444444444446
374400.0,,,2.9765079021453857,,,203.87831568717957,,,103,,1725730885.5476437,0.06527777777777778
378000.0,,,2.946493625640869,,,205.85863661766052,,,104,,1725730887.5279646,0.06416666666666666
381600.0,,,2.973691940307617,,,207.84069561958313,,,105,,1725730889.5100236,0.058611111111111114
385200.0,,,3.008371591567993,,,209.7368245124817,,,106,,1725730891.4061525,0.058611111111111114
388800.0,,,2.9850175380706787,,,211.5618703365326,,,107,,1725730893.2311983,0.06527777777777778
392400.0,,,2.9525396823883057,,,213.41969466209412,,,108,,1725730895.0890226,0.07027777777777777
396000.0,,,2.99074649810791,,,215.25551199913025,,,109,,1725730896.92484,0.065
399600.0,,,2.9901750087738037,,,217.09969472885132,,,110,,1725730898.7690227,0.0636111111111111
403200.0,,,2.9927709102630615,,,218.93630480766296,,,111,,1725730900.6056328,0.0675
406800.0,,,2.9804189205169678,,,220.77685117721558,,,112,,1725730902.4461792,0.05416666666666667
410400.0,,,2.970254421234131,,,222.6095108985901,,,113,,1725730904.2788389,0.06194444444444445
414000.0,,,2.9978034496307373,,,224.4437026977539,,,114,,1725730906.1130307,0.058611111111111114
417600.0,,,2.959825277328491,,,226.29037022590637,,,115,,1725730907.9596982,0.06861111111111111
421200.0,,,2.9785869121551514,,,228.21073722839355,,,116,,1725730909.8800652,0.06472222222222222
424800.0,,,2.9533021450042725,,,230.204998254776,,,117,,1725730911.8743262,0.06777777777777778
428400.0,,,2.9591140747070312,,,232.10433197021484,,,118,,1725730913.77366,0.06416666666666666
432000.0,,,2.9731943607330322,,,233.90290355682373,,,119,,1725730915.5722315,0.06722222222222222
435600.0,,,2.9867749214172363,,,235.76549649238586,,,120,,1725730917.4348245,0.058611111111111114
439200.0,,,2.957876205444336,,,237.59569191932678,,,121,,1725730919.26502,0.06416666666666666
442800.0,,,2.9837779998779297,,,239.43687748908997,,,122,,1725730921.1062055,0.06861111111111111
446400.0,,,2.9640400409698486,,,241.27610611915588,,,123,,1725730922.945434,0.06444444444444444
450000.0,,,2.982874631881714,,,243.1376121044159,,,124,,1725730924.80694,0.06972222222222223
453600.0,,,2.9806642532348633,,,245.00241541862488,,,125,,1725730926.6717434,0.0636111111111111
457200.0,,,2.970322370529175,,,246.88824892044067,,,126,,1725730928.557577,0.06166666666666667
460800.0,,,2.9811434745788574,,,248.80690121650696,,,127,,1725730930.4762292,0.06111111111111111
464400.0,,,2.9891045093536377,,,250.7901313304901,,,128,,1725730932.4594593,0.05722222222222222
468000.0,,,2.967978000640869,,,252.77575373649597,,,129,,1725730934.4450817,0.058611111111111114
471600.0,,,2.9706921577453613,,,254.6815311908722,,,130,,1725730936.3508592,0.06555555555555556
475200.0,,,2.9369046688079834,,,256.52340817451477,,,131,,1725730938.1927361,0.07027777777777777
