train_accuracy,_runtime,_timestamp,valid_noise_loss,valid_noise_accuracy,epoch,valid_accuracy,records,valid_loss,_step,valid_atom_loss,valid_atom_accuracy,train_loss
0.06291666666666666,9.722277879714966,1727467510.944861,,,,,2400.0,,0,,,3.112347364425659
0.056666666666666664,11.43917179107666,1727467512.6617548,,,,,4800.0,,1,,,3.0735440254211426
0.06208333333333333,13.173863887786865,1727467514.396447,,,,,7200.0,,2,,,3.096853733062744
0.06708333333333333,14.876234292984009,1727467516.0988173,,,,,9600.0,,3,,,3.033560037612915
0.06666666666666667,16.585399866104126,1727467517.807983,,,,,12000.0,,4,,,3.074829578399658
0.06291666666666666,18.28156566619873,1727467519.5041487,,,,,14400.0,,5,,,3.0380518436431885
0.06,19.977904319763184,1727467521.2004874,,,,,16800.0,,6,,,3.0375468730926514
0.0575,21.672727346420288,1727467522.8953104,,,,,19200.0,,7,,,3.0475029945373535
0.0575,23.361625909805298,1727467524.584209,,,,,21600.0,,8,,,3.060702323913574
0.059166666666666666,25.057979583740234,1727467526.2805626,,,,,24000.0,,9,,,3.052518606185913
0.0675,26.751662254333496,1727467527.9742453,,,,,26400.0,,10,,,3.0349035263061523
0.06291666666666666,28.451003313064575,1727467529.6735864,,,,,28800.0,,11,,,3.025285005569458
0.07,30.14909052848816,1727467531.3716736,,,,,31200.0,,12,,,3.007420539855957
0.060833333333333336,31.849878549575806,1727467533.0724616,,,,,33600.0,,13,,,3.031032085418701
0.059166666666666666,33.579925298690796,1727467534.8025084,,,,,36000.0,,14,,,3.025712013244629
0.06666666666666667,35.29116249084473,1727467536.5137455,,,,,38400.0,,15,,,2.985133409500122
0.06625,36.98529624938965,1727467538.2078793,,,,,40800.0,,16,,,3.0118911266326904
0.06041666666666667,38.7000629901886,1727467539.922646,,,,,43200.0,,17,,,3.0116894245147705
0.06208333333333333,40.41474890708923,1727467541.637332,,,,,45600.0,,18,,,3.020913600921631
0.06041666666666667,42.13491463661194,1727467543.3574977,,,,,48000.0,,19,,,3.0176467895507812
0.06,43.86310815811157,1727467545.0856912,,,,,50400.0,,20,,,2.9933743476867676
0.06666666666666667,45.57583928108215,1727467546.7984223,,,,,52800.0,,21,,,3.0179786682128906
0.05708333333333333,47.282275676727295,1727467548.5048587,,,,,55200.0,,22,,,2.99916672706604
0.05875,48.99375367164612,1727467550.2163367,,,,,57600.0,,23,,,3.020834445953369
0.06416666666666666,50.69967007637024,1727467551.9222531,,,,,60000.0,,24,,,2.9961841106414795
0.06166666666666667,52.39769887924194,1727467553.620282,,,,,62400.0,,25,,,2.98954701423645
0.06041666666666667,54.09473204612732,1727467555.317315,,,,,64800.0,,26,,,2.9702839851379395
0.06375,55.793724060058594,1727467557.016307,,,,,67200.0,,27,,,2.996448040008545
0.07083333333333333,57.49474787712097,1727467558.717331,,,,,69600.0,,28,,,2.9968082904815674
0.06416666666666666,59.199538469314575,1727467560.4221215,,,,,72000.0,,29,,,2.980118989944458
0.06583333333333333,60.901665925979614,1727467562.124249,,,,,74400.0,,30,,,3.0022408962249756
0.05,62.610288858413696,1727467563.832872,,,,,76800.0,,31,,,2.99600887298584
0.05458333333333333,64.31605839729309,1727467565.5386415,,,,,79200.0,,32,,,2.963855504989624
0.05625,66.02313041687012,1727467567.2457135,,,,,81600.0,,33,,,2.9961862564086914
0.065,67.73110747337341,1727467568.9536905,,,,,84000.0,,34,,,2.995363712310791
0.06875,69.44259476661682,1727467570.6651778,,,,,86400.0,,35,,,2.982786178588867
0.065,71.16292810440063,1727467572.3855112,,,,,88800.0,,36,,,2.9806525707244873
0.06291666666666666,72.87365674972534,1727467574.0962398,,,,,91200.0,,37,,,2.95732045173645
0.0525,74.58711886405945,1727467575.809702,,,,,93600.0,,38,,,2.9713985919952393
0.07,76.29513669013977,1727467577.5177197,,,,,96000.0,,39,,,2.959292411804199
0.058333333333333334,78.00439620018005,1727467579.2269793,,,,,98400.0,,40,,,2.944934606552124
0.0725,79.70765852928162,1727467580.9302416,,,,,100800.0,,41,,,2.9498839378356934
0.06416666666666666,81.41102600097656,1727467582.633609,,,,,103200.0,,42,,,2.946133852005005
0.059166666666666666,83.11439347267151,1727467584.3369765,,,,,105600.0,,43,,,2.973111867904663
0.06333333333333334,84.82657432556152,1727467586.0491574,,,,,108000.0,,44,,,2.999981164932251
0.06583333333333333,86.53189945220947,1727467587.7544825,,,,,110400.0,,45,,,2.9391672611236572
0.06166666666666667,88.23792338371277,1727467589.4605064,,,,,112800.0,,46,,,2.9552838802337646
0.06208333333333333,89.95159363746643,1727467591.1741767,,,,,115200.0,,47,,,2.9498143196105957
0.07,91.65450048446655,1727467592.8770835,,,,,117600.0,,48,,,2.971731662750244
0.065,93.36469101905823,1727467594.587274,,,,,120000.0,,49,,,2.953892707824707
0.06458333333333334,95.0700101852417,1727467596.2925932,,,,,122400.0,,50,,,2.958204507827759
0.06625,96.7798433303833,1727467598.0024264,,,,,124800.0,,51,,,2.9438986778259277
0.056666666666666664,98.49437689781189,1727467599.71696,,,,,127200.0,,52,,,2.949249029159546
0.0575,100.2044734954834,1727467601.4270566,,,,,129600.0,,53,,,2.9355056285858154
0.05416666666666667,101.91768765449524,1727467603.1402707,,,,,132000.0,,54,,,2.941201686859131
0.0675,103.6246931552887,1727467604.8472762,,,,,134400.0,,55,,,2.956576347351074
0.0675,105.34005379676819,1727467606.5626369,,,,,136800.0,,56,,,2.939788579940796
0.06,107.05902361869812,1727467608.2816067,,,,,139200.0,,57,,,2.9345500469207764
0.07458333333333333,108.76624059677124,1727467609.9888237,,,,,141600.0,,58,,,2.9254066944122314
0.06166666666666667,110.47214007377625,1727467611.6947231,,,,,144000.0,,59,,,2.9513590335845947
0.06416666666666666,112.17606401443481,1727467613.398647,,,,,146400.0,,60,,,2.9278576374053955
0.0575,113.88302183151245,1727467615.105605,,,,,148800.0,,61,,,2.952258825302124
0.05416666666666667,115.58539366722107,1727467616.8079767,,,,,151200.0,,62,,,2.935793399810791
0.0625,117.29837846755981,1727467618.5209615,,,,,153600.0,,63,,,2.9432201385498047
0.0575,119.00907158851624,1727467620.2316546,,,,,156000.0,,64,,,2.9829659461975098
0.06375,120.72122573852539,1727467621.9438088,,,,,158400.0,,65,,,2.9381625652313232
0.07083333333333333,122.43055152893066,1727467623.6531346,,,,,160800.0,,66,,,2.919447660446167
0.07,124.14100527763367,1727467625.3635883,,,,,163200.0,,67,,,2.937349319458008
0.06458333333333334,125.85391283035278,1727467627.076496,,,,,165600.0,,68,,,2.9218971729278564
0.06541666666666666,127.56627225875854,1727467628.7888553,,,,,168000.0,,69,,,2.926213264465332
0.06625,129.28353714942932,1727467630.5061202,,,,,170400.0,,70,,,2.9463536739349365
0.06041666666666667,130.99752163887024,1727467632.2201047,,,,,172800.0,,71,,,2.933974027633667
0.06541666666666666,132.7114441394806,1727467633.9340272,,,,,175200.0,,72,,,2.9178338050842285
0.07,134.4192955493927,1727467635.6418786,,,,,177600.0,,73,,,2.9035513401031494
0.07625,136.12991070747375,1727467637.3524938,,,,,180000.0,,74,,,2.890817165374756
0.07083333333333333,137.8350157737732,1727467639.0575988,,,,,182400.0,,75,,,2.9209375381469727
0.07083333333333333,139.54322242736816,1727467640.7658055,,,,,184800.0,,76,,,2.896669864654541
0.07125,141.2515881061554,1727467642.4741712,,,,,187200.0,,77,,,2.9230473041534424
0.07,142.9627878665924,1727467644.185371,,,,,189600.0,,78,,,2.921651840209961
0.06416666666666666,144.66781544685364,1727467645.8903985,,,,,192000.0,,79,,,2.92737078666687
0.060833333333333336,146.37404704093933,1727467647.59663,,,,,194400.0,,80,,,2.9309945106506348
0.06166666666666667,148.08494806289673,1727467649.307531,,,,,196800.0,,81,,,2.9190731048583984
0.05541666666666667,149.79222059249878,1727467651.0148036,,,,,199200.0,,82,,,2.9111428260803223
0.06458333333333334,151.50107407569885,1727467652.7236571,,,,,201600.0,,83,,,2.9271771907806396
0.075,153.20918607711792,1727467654.4317691,,,,,204000.0,,84,,,2.9101850986480713
0.065,154.9146122932434,1727467656.1371953,,,,,206400.0,,85,,,2.9132955074310303
0.065,156.6285901069641,1727467657.8511732,,,,,208800.0,,86,,,2.9053425788879395
0.056666666666666664,158.34242510795593,1727467659.5650082,,,,,211200.0,,87,,,2.912841796875
0.06166666666666667,160.05693411827087,1727467661.2795172,,,,,213600.0,,88,,,2.9351816177368164
0.06708333333333333,161.77340364456177,1727467662.9959867,,,,,216000.0,,89,,,2.9274415969848633
0.06333333333333334,163.48223233222961,1727467664.7048154,,,,,218400.0,,90,,,2.898707628250122
0.05708333333333333,165.33830404281616,1727467666.560887,,,,,220800.0,,91,,,2.9094021320343018
0.06125,167.05233120918274,1727467668.2749143,,,,,223200.0,,92,,,2.922982692718506
0.0675,168.76802968978882,1727467669.9906127,,,,,225600.0,,93,,,2.898716449737549
0.06458333333333334,170.49014735221863,1727467671.7127304,,,,,228000.0,,94,,,2.9204187393188477
0.07583333333333334,172.20687198638916,1727467673.429455,,,,,230400.0,,95,,,2.911670446395874
0.06958333333333333,173.9163568019867,1727467675.1389399,,,,,232800.0,,96,,,2.9099295139312744
0.07416666666666667,175.62477469444275,1727467676.8473577,,,,,235200.0,,97,,,2.9058945178985596
0.06708333333333333,177.3325219154358,1727467678.555105,,,,,237600.0,,98,,,2.8978993892669678
0.07458333333333333,179.03979897499084,1727467680.262382,,,,,240000.0,,99,,,2.897677421569824
0.06333333333333334,180.75347542762756,1727467681.9760585,,,,,242400.0,,100,,,2.9438600540161133
0.06208333333333333,182.46541142463684,1727467683.6879945,,,,,244800.0,,101,,,2.9054949283599854
0.07416666666666667,184.17402863502502,1727467685.3966117,,,,,247200.0,,102,,,2.8896379470825195
0.06791666666666667,185.88636898994446,1727467687.108952,,,,,249600.0,,103,,,2.902956247329712
0.06208333333333333,187.59971022605896,1727467688.8222933,,,,,252000.0,,104,,,2.9121861457824707
0.05541666666666667,189.31220245361328,1727467690.5347855,,,,,254400.0,,105,,,2.892503499984741
0.0725,191.02584862709045,1727467692.2484317,,,,,256800.0,,106,,,2.884594440460205
0.06541666666666666,192.73823475837708,1727467693.9608178,,,,,259200.0,,107,,,2.8871660232543945
0.07166666666666667,194.4519395828247,1727467695.6745226,,,,,261600.0,,108,,,2.92305326461792
0.06208333333333333,196.1663327217102,1727467697.3889158,,,,,264000.0,,109,,,2.891573905944824
0.06916666666666667,197.88087821006775,1727467699.1034613,,,,,266400.0,,110,,,2.901411294937134
0.06208333333333333,199.5944802761078,1727467700.8170633,,,,,268800.0,,111,,,2.8748207092285156
0.0625,201.31233310699463,1727467702.5349162,,,,,271200.0,,112,,,2.913691759109497
0.0675,203.02542757987976,1727467704.2480106,,,,,273600.0,,113,,,2.8934311866760254
0.06625,204.7344992160797,1727467705.9570823,,,,,276000.0,,114,,,2.9108636379241943
0.0725,206.44085049629211,1727467707.6634336,,,,,278400.0,,115,,,2.918585777282715
0.06916666666666667,208.1470012664795,1727467709.3695843,,,,,280800.0,,116,,,2.8945400714874268
0.060833333333333336,209.86564564704895,1727467711.0882287,,,,,283200.0,,117,,,2.890007972717285
0.06125,211.57964944839478,1727467712.8022325,,,,,285600.0,,118,,,2.8985414505004883
0.06833333333333333,213.28801703453064,1727467714.5106,,,,,288000.0,,119,,,2.8975143432617188
0.06583333333333333,214.99502873420715,1727467716.2176118,,,,,290400.0,,120,,,2.907339334487915
0.07125,216.702942609787,1727467717.9255257,,,,,292800.0,,121,,,2.896662473678589
0.06958333333333333,218.41966819763184,1727467719.6422513,,,,,295200.0,,122,,,2.8658483028411865
0.05625,220.13376259803772,1727467721.3563457,,,,,297600.0,,123,,,2.870352268218994
0.075,221.84439516067505,1727467723.0669782,,,,,300000.0,,124,,,2.916565418243408
0.06375,223.55703139305115,1727467724.7796144,,,,,302400.0,,125,,,2.900137424468994
0.06708333333333333,225.27495622634888,1727467726.4975393,,,,,304800.0,,126,,,2.880629777908325
0.0725,226.98852705955505,1727467728.21111,,,,,307200.0,,127,,,2.8741707801818848
0.06666666666666667,228.7096927165985,1727467729.9322758,,,,,309600.0,,128,,,2.9103753566741943
0.06375,230.4249713420868,1727467731.6475544,,,,,312000.0,,129,,,2.876756429672241
0.07041666666666667,232.1378355026245,1727467733.3604186,,,,,314400.0,,130,,,2.8772895336151123
0.06291666666666666,233.84811091423035,1727467735.070694,,,,,316800.0,,131,,,2.871591329574585
0.06958333333333333,235.56235575675964,1727467736.7849388,,,,,319200.0,,132,,,2.8684043884277344
0.06541666666666666,237.26966047286987,1727467738.4922435,,,,,321600.0,,133,,,2.9060847759246826
0.06333333333333334,238.97948336601257,1727467740.2020664,,,,,324000.0,,134,,,2.8831400871276855
0.06666666666666667,240.68972945213318,1727467741.9123125,,,,,326400.0,,135,,,2.893932580947876
0.07166666666666667,242.39724016189575,1727467743.6198232,,,,,328800.0,,136,,,2.8755311965942383
0.06583333333333333,244.1060655117035,1727467745.3286486,,,,,331200.0,,137,,,2.898607015609741
0.06166666666666667,245.82164692878723,1727467747.04423,,,,,333600.0,,138,,,2.9174325466156006
0.06458333333333334,247.53135633468628,1727467748.7539394,,,,,336000.0,,139,,,2.9060475826263428
0.05875,249.24100852012634,1727467750.4635916,,,,,338400.0,,140,,,2.895569086074829
0.07666666666666666,250.9575355052948,1727467752.1801186,,,,,340800.0,,141,,,2.8825066089630127
0.07208333333333333,252.67235922813416,1727467753.8949423,,,,,343200.0,,142,,,2.8854689598083496
0.059583333333333335,254.38734674453735,1727467755.6099298,,,,,345600.0,,143,,,2.8941497802734375
0.06541666666666666,256.10478830337524,1727467757.3273714,,,,,348000.0,,144,,,2.892008066177368
0.07291666666666667,257.81774163246155,1727467759.0403247,,,,,350400.0,,145,,,2.877004861831665
0.07458333333333333,259.5309624671936,1727467760.7535455,,,,,352800.0,,146,,,2.8719825744628906
0.07208333333333333,261.23931193351746,1727467762.461895,,,,,355200.0,,147,,,2.885972023010254
0.06625,262.9489195346832,1727467764.1715026,,,,,357600.0,,148,,,2.891322135925293
0.07375,264.65800070762634,1727467765.8805838,,,,,360000.0,,149,,,2.8636281490325928
0.065,266.3683452606201,1727467767.5909283,,,,,362400.0,,150,,,2.896054267883301
0.06791666666666667,268.07813835144043,1727467769.3007214,,,,,364800.0,,151,,,2.872201442718506
0.07166666666666667,269.7876386642456,1727467771.0102217,,,,,367200.0,,152,,,2.853973865509033
0.07875,271.49635124206543,1727467772.7189343,,,,,369600.0,,153,,,2.8840575218200684
0.07,273.20858669281006,1727467774.4311697,,,,,372000.0,,154,,,2.8673884868621826
0.07875,274.91959857940674,1727467776.1421816,,,,,374400.0,,155,,,2.8624277114868164
0.07625,276.6295258998871,1727467777.852109,,,,,376800.0,,156,,,2.883423328399658
0.07541666666666667,278.3395457267761,1727467779.5621288,,,,,379200.0,,157,,,2.8678138256073
0.07,280.053640127182,1727467781.2762232,,,,,381600.0,,158,,,2.9048266410827637
0.0725,281.76837038993835,1727467782.9909534,,,,,384000.0,,159,,,2.883061408996582
0.06875,283.48525977134705,1727467784.7078428,,,,,386400.0,,160,,,2.864391565322876
0.06916666666666667,285.1992290019989,1727467786.421812,,,,,388800.0,,161,,,2.8687334060668945
0.07208333333333333,286.91500520706177,1727467788.1375883,,,,,391200.0,,162,,,2.8682949542999268
0.065,288.62706422805786,1727467789.8496473,,,,,393600.0,,163,,,2.860710620880127
0.06958333333333333,290.3384780883789,1727467791.5610611,,,,,396000.0,,164,,,2.8867697715759277
0.07166666666666667,292.0467619895935,1727467793.269345,,,,,398400.0,,165,,,2.872016191482544
0.08041666666666666,293.7589678764343,1727467794.981551,,,,,400800.0,,166,,,2.8591537475585938
0.07083333333333333,295.4700925350189,1727467796.6926756,,,,,403200.0,,167,,,2.865238666534424
0.07708333333333334,297.1768786907196,1727467798.3994617,,,,,405600.0,,168,,,2.8757009506225586
0.07583333333333334,298.88464999198914,1727467800.107233,,,,,408000.0,,169,,,2.8611817359924316
0.0675,300.59012842178345,1727467801.8127115,,,,,410400.0,,170,,,2.8787002563476562
0.06708333333333333,302.30009746551514,1727467803.5226805,,,,,412800.0,,171,,,2.9052927494049072
0.07166666666666667,304.01225185394287,1727467805.234835,,,,,415200.0,,172,,,2.8628990650177
0.07625,305.7275319099426,1727467806.950115,,,,,417600.0,,173,,,2.8657467365264893
0.0825,307.4391498565674,1727467808.661733,,,,,420000.0,,174,,,2.859151601791382
0.06791666666666667,309.1525650024414,1727467810.375148,,,,,422400.0,,175,,,2.870525598526001
0.07166666666666667,310.8669135570526,1727467812.0894966,,,,,424800.0,,176,,,2.84192156791687
0.07958333333333334,312.57987666130066,1727467813.8024597,,,,,427200.0,,177,,,2.8862736225128174
0.0775,314.44611954689026,1727467815.6687026,,,,,429600.0,,178,,,2.8833534717559814
0.07,316.151832818985,1727467817.3744159,,,,,432000.0,,179,,,2.8518476486206055
0.07291666666666667,317.8591616153717,1727467819.0817447,,,,,434400.0,,180,,,2.8731689453125
0.0725,319.568505525589,1727467820.7910886,,,,,436800.0,,181,,,2.842982530593872
0.07541666666666667,321.28144550323486,1727467822.5040286,,,,,439200.0,,182,,,2.8606996536254883
0.08208333333333333,322.99028730392456,1727467824.2128704,,,,,441600.0,,183,,,2.8464248180389404
0.085,324.70516300201416,1727467825.927746,,,,,444000.0,,184,,,2.8342795372009277
0.07875,326.4146988391876,1727467827.637282,,,,,446400.0,,185,,,2.859545946121216
0.0775,328.12626242637634,1727467829.3488455,,,,,448800.0,,186,,,2.867605686187744
0.08208333333333333,329.8334970474243,1727467831.05608,,,,,451200.0,,187,,,2.863508462905884
0.08125,331.5477030277252,1727467832.770286,,,,,453600.0,,188,,,2.847222328186035
0.07875,333.2535183429718,1727467834.4761014,,,,,456000.0,,189,,,2.8636860847473145
0.08458333333333333,334.9684588909149,1727467836.191042,,,,,458400.0,,190,,,2.845203161239624
0.06708333333333333,336.67729592323303,1727467837.899879,,,,,460800.0,,191,,,2.8794922828674316
0.08041666666666666,338.3870618343353,1727467839.609645,,,,,463200.0,,192,,,2.8576431274414062
0.08041666666666666,340.09622836112976,1727467841.3188114,,,,,465600.0,,193,,,2.8380706310272217
0.07625,341.80881357192993,1727467843.0313966,,,,,468000.0,,194,,,2.8352363109588623
0.07875,343.5233323574066,1727467844.7459154,,,,,470400.0,,195,,,2.8530116081237793
0.08125,345.2313640117645,1727467846.453947,,,,,472800.0,,196,,,2.8503050804138184
0.08041666666666666,346.9450931549072,1727467848.1676762,,,,,475200.0,,197,,,2.854975700378418
0.08833333333333333,348.65773463249207,1727467849.8803177,,,,,477600.0,,198,,,2.844355344772339
0.07666666666666666,350.36922216415405,1727467851.5918052,,,,,480000.0,,199,,,2.826960325241089
0.07916666666666666,352.0769000053406,1727467853.299483,,,,,482400.0,,200,,,2.83423113822937
0.07875,353.78822588920593,1727467855.010809,,,,,484800.0,,201,,,2.8515853881835938
0.08791666666666667,355.49408435821533,1727467856.7166674,,,,,487200.0,,202,,,2.844099283218384
0.08,357.2067630290985,1727467858.429346,,,,,489600.0,,203,,,2.8363358974456787
0.08458333333333333,358.9192192554474,1727467860.1418023,,,,,492000.0,,204,,,2.857072114944458
0.07583333333333334,360.62856101989746,1727467861.851144,,,,,494400.0,,205,,,2.8512001037597656
0.08291666666666667,362.34077191352844,1727467863.563355,,,,,496800.0,,206,,,2.8507602214813232
0.07875,364.0502574443817,1727467865.2728405,,,,,499200.0,,207,,,2.847710371017456
0.08625,365.7623767852783,1727467866.9849598,,,,,501600.0,,208,,,2.834420919418335
0.08125,367.472793340683,1727467868.6953764,,,,,504000.0,,209,,,2.8348803520202637
0.07875,369.1863739490509,1727467870.408957,,,,,506400.0,,210,,,2.8471124172210693
0.0875,370.90302085876465,1727467872.125604,,,,,508800.0,,211,,,2.8458497524261475
0.08625,372.61853218078613,1727467873.8411152,,,,,511200.0,,212,,,2.8499844074249268
0.08916666666666667,374.32992815971375,1727467875.5525112,,,,,513600.0,,213,,,2.837310791015625
0.08083333333333333,376.0384020805359,1727467877.2609851,,,,,516000.0,,214,,,2.833083391189575
0.0825,377.7478528022766,1727467878.9704359,,,,,518400.0,,215,,,2.830103635787964
0.09,379.45913910865784,1727467880.6817222,,,,,520800.0,,216,,,2.802642345428467
0.0775,381.1740155220032,1727467882.3965986,,,,,523200.0,,217,,,2.826899766921997
0.09166666666666666,382.884747505188,1727467884.1073306,,,,,525600.0,,218,,,2.8091342449188232
0.0875,384.59792137145996,1727467885.8205044,,,,,528000.0,,219,,,2.802483320236206
0.08333333333333333,386.3082094192505,1727467887.5307925,,,,,530400.0,,220,,,2.823794364929199
0.08875,388.0186574459076,1727467889.2412405,,,,,532800.0,,221,,,2.8383820056915283
0.08166666666666667,389.72801446914673,1727467890.9505975,,,,,535200.0,,222,,,2.803398609161377
0.09083333333333334,391.4348714351654,1727467892.6574545,,,,,537600.0,,223,,,2.7960572242736816
0.0975,393.1456639766693,1727467894.368247,,,,,540000.0,,224,,,2.8194100856781006
0.08708333333333333,394.85993552207947,1727467896.0825186,,,,,542400.0,,225,,,2.817112922668457
0.10166666666666667,396.5759506225586,1727467897.7985337,,,,,544800.0,,226,,,2.7605605125427246
0.09166666666666666,398.29021286964417,1727467899.512796,,,,,547200.0,,227,,,2.813911199569702
0.09416666666666666,399.9991686344147,1727467901.2217517,,,,,549600.0,,228,,,2.8012301921844482
