valid_accuracy,_runtime,valid_loss,valid_atom_accuracy,epoch,records,train_loss,_timestamp,valid_atom_loss,valid_noise_accuracy,_step,train_accuracy,valid_noise_loss
,14.356076955795288,,,,3600.0,3.102895975112915,1725492423.711112,,,0,0.059166666666666666,
,16.34099316596985,,,,7200.0,3.0907042026519775,1725492425.6960282,,,1,0.056666666666666664,
,18.402301788330078,,,,10800.0,3.081237316131592,1725492427.7573369,,,2,0.06833333333333333,
,20.351548433303833,,,,14400.0,3.1021385192871094,1725492429.7065835,,,3,0.059166666666666666,
,22.32844877243042,,,,18000.0,3.0899384021759033,1725492431.6834838,,,4,0.05722222222222222,
,24.286666870117188,,,,21600.0,3.0484297275543213,1725492433.641702,,,5,0.059444444444444446,
,26.238895177841187,,,,25200.0,3.0889158248901367,1725492435.5939302,,,6,0.060833333333333336,
,28.188735961914062,,,,28800.0,3.075779676437378,1725492437.543771,,,7,0.06111111111111111,
,30.13830304145813,,,,32400.0,3.0573079586029053,1725492439.493338,,,8,0.0636111111111111,
,32.08853769302368,,,,36000.0,3.06780743598938,1725492441.4435728,,,9,0.06861111111111111,
,33.99285387992859,,,,39600.0,3.0632712841033936,1725492443.347889,,,10,0.0725,
,36.142742395401,,,,43200.0,3.0567283630371094,1725492445.4977775,,,11,0.06277777777777778,
,38.06088972091675,,,,46800.0,3.0531654357910156,1725492447.4159248,,,12,0.06194444444444445,
,40.18754172325134,,,,50400.0,3.056866407394409,1725492449.5425768,,,13,0.058888888888888886,
,42.062854290008545,,,,54000.0,3.068718910217285,1725492451.4178894,,,14,0.06138888888888889,
,43.91676044464111,,,,57600.0,3.0488810539245605,1725492453.2717955,,,15,0.06388888888888888,
,45.78233289718628,,,,61200.0,3.0446481704711914,1725492455.137368,,,16,0.06194444444444445,
,47.65356683731079,,,,64800.0,3.0631983280181885,1725492457.008602,,,17,0.06305555555555556,
,49.516382932662964,,,,68400.0,3.04571270942688,1725492458.871418,,,18,0.06055555555555556,
,51.3828980922699,,,,72000.0,3.0650618076324463,1725492460.7379332,,,19,0.057777777777777775,
,53.244364976882935,,,,75600.0,3.0462591648101807,1725492462.5994,,,20,0.06055555555555556,
,55.107627153396606,,,,79200.0,3.049112319946289,1725492464.4626622,,,21,0.06472222222222222,
,56.88497853279114,,,,82800.0,3.0645129680633545,1725492466.2400136,,,22,0.05722222222222222,
,58.68505311012268,,,,86400.0,3.06414532661438,1725492468.0400882,,,23,0.05694444444444444,
,60.53051710128784,,,,90000.0,3.0559256076812744,1725492469.8855522,,,24,0.06472222222222222,
,62.38654375076294,,,,93600.0,3.0478579998016357,1725492471.7415788,,,25,0.059166666666666666,
